"year_mon","category_name","state_cost","bottles_sold","retail_revenue","liters_sold"
2016-04-01,"IMPORTED DRY GINS",220929.83,14032,331412.82,13430.36
2016-04-01,"APPLE SCHNAPPS",15986.18,2091,23988.1,2015.66
2016-04-01,"PEACH SCHNAPPS",56214.48,8161,84344.05,7522.41
2016-04-01,"CHERRY BRANDIES",5185.9,950,7778.85,712.5
2016-04-01,"RASPBERRY SCHNAPPS",5159.95,910,7740.45,796
2016-04-01,"AMERICAN AMARETTO",29450.95,6759,44194.16,6346.75
2016-04-01,"JAMAICA RUM",12751.24,1070,19126.86,951.75
2016-04-01,"AMERICAN DRY GINS",170155.36,34590,255615.9,28047.51
2016-04-01,"AMERICAN SLOE GINS",3057.6,500,4586.4,466.5
2016-04-01,"IMPORTED VODKA",803700.25,60308,1205748.79,59169.75
2016-04-01,"ANISETTE",175.5,39,263.25,29.25
2016-04-01,"IMPORTED VODKA - MISC",334878.78,29031,502421.08,21174.93
2016-04-01,"VODKA FLAVORED",443653.72,67784,667383.08,50410.61
2016-04-01,"BLACKBERRY BRANDIES",36018.71,5990,54042.45,5340.37
2016-04-01,"MISC. AMERICAN CORDIALS & LIQUEURS",28763.18,4153,43346.37,3068.35
2016-04-01,"GREEN CREME DE MENTHE",1611.75,345,2418.81,258.75
2016-04-01,"TENNESSEE WHISKIES",1180151.08,72246,1770390.26,64382.74
2016-04-01,"AMERICAN ALCOHOL",20475.82,2301,30715.02,1737.75
2016-04-01,"BOTTLED IN BOND BOURBON",1242.67,133,1864.67,111.75
2016-04-01,"AMARETTO - IMPORTED",747.12,24,1120.8,18
2016-04-01,"WHITE CREME DE CACAO",1820.25,389,2731.77,291.75
2016-04-01,"JAPANESE WHISKY",7376.15,151,11064.92,113.25
2016-04-01,"GRAPE SCHNAPPS",11939.71,1563,17916.23,1505.5
2016-04-01,"DECANTERS & SPECIALTY PACKAGES",27896.84,2903,41901.57,948
2016-04-01,NA,15288.49,1685,22936.48,1040.67
2016-04-01,"SPICED RUM",1060334.67,106181,1590864.66,105061.01
2016-04-01,"CREAM LIQUEURS",197409.4,16115,296504.88,14116.66
2016-04-01,"SCOTCH WHISKIES",246494.66,17005,370017.89,19371.6
2016-04-01,"WHISKEY LIQUEUR",766612.51,96925,1150492.05,68233.72
2016-04-01,"TEQUILA",1006408.66,87975,1510134.91,71280.86
2016-04-01,"IMPORTED GRAPE BRANDIES",378261.24,33193,567488.18,13911.45
2016-04-01,"BUTTERSCOTCH SCHNAPPS",15859.87,2347,23797.11,2040.75
2016-04-01,"MISCELLANEOUS  BRANDIES",8674.92,1442,13014.03,792.55
2016-05-01,"TENNESSEE WHISKIES",537720.91,38061,806715.58,27760.25
2016-05-01,"VODKA 80 PROOF",2223292.31,398245,3336063.22,384371.26
2016-05-01,"IMPORTED VODKA",1052109.48,77734,1578411.78,79168.16
2016-05-01,"AMERICAN ALCOHOL",23821.79,2717,35734.54,2028.75
2016-05-01,"TEQUILA",1027611.26,90891,1542482.4,72542.02
2016-05-01,"STRAIGHT BOURBON WHISKIES",905750.14,74959,1359710.87,70801.61
2016-05-01,"PEACH SCHNAPPS",66360.89,9586,99567.26,8853.25
2016-05-01,"SINGLE BARREL BOURBON WHISKIES",22613.31,1036,33923.28,777
2016-05-01,NA,4958.46,382,7438.26,267.12
2016-05-01,"JAMAICA RUM",19506.98,1687,29260.41,1540.5
2016-05-01,"COFFEE LIQUEURS",79906.44,7122,120169.25,5964.73
2016-05-01,"BARBADOS RUM",5961.98,519,8943.68,389.25
2016-05-01,"TRIPLE SEC",58527.95,20639,87825.31,19215.97
2016-05-01,"PEACH BRANDIES",14880.89,3632,22325.32,1794.29
2016-05-01,"IRISH WHISKIES",251343.18,14373,377068.53,12452.32
2016-05-01,"CHERRY BRANDIES",6455.2,1160,9682.8,900
2016-05-01,"IMPORTED DRY GINS",258261.33,16530,387416.47,16179.39
2016-05-01,"100 PROOF VODKA",11075.52,1107,16613.4,884.1
2016-05-01,"SINGLE MALT SCOTCH",133585.42,4574,200384.3,3625.8
2016-05-01,"APRICOT BRANDIES",15295.53,2606,22948.14,2222.6
2016-05-01,"AMERICAN COCKTAILS",325130.29,45028,488585.88,70531.2
2016-05-01,"RASPBERRY SCHNAPPS",7814.49,1348,11722.61,1173.5
2016-05-01,"SPEARMINT SCHNAPPS",1925,385,2887.5,385
2016-05-01,"ROOT BEER SCHNAPPS",8457.21,1345,12687.53,1303.5
2016-05-01,"SCOTCH WHISKIES",286145.98,19308,429710.33,21793.24
2016-05-01,"BLENDED WHISKIES",454114.64,73389,681265.71,69090.65
2016-05-01,"AMERICAN GRAPE BRANDIES",183763.8,46132,275703.13,21776.11
2016-05-01,"APPLE SCHNAPPS",19911.39,2624,29877.85,2505.14
2016-05-01,"AMERICAN AMARETTO",29758.01,6980,44656.07,6530.5
2016-05-01,"SPICED RUM",1335534.46,127835,2003500.97,129671.04
2016-05-01,"MISCELLANEOUS  BRANDIES",8890.79,1460,13338.17,873.56
2016-05-01,"WHITE CREME DE CACAO",2121.5,453,3183.91,339.75
2016-05-01,"CREME DE ALMOND",351,78,526.5,58.5
2016-05-01,"CANADIAN WHISKIES",2349664.23,252669,3554217.38,279593.15
2016-05-01,"GRAPE SCHNAPPS",19557.3,2581,29346.45,2460.75
2016-05-01,"FLAVORED GINS",7271.41,1093,10912.58,819.75
2016-05-01,"VODKA FLAVORED",475220.13,64981,712966.33,51773.98
2016-05-01,"CINNAMON SCHNAPPS",14260.51,1815,21414.7,1671.25
2016-05-01,"WATERMELON SCHNAPPS",22383.37,2977,33586.61,2810.5
2016-05-01,"AMERICAN DRY GINS",195265.33,38137,293190.3,31613.34
2016-05-01,"IMPORTED GRAPE BRANDIES",427515.36,37897,641376.77,15653.73
2016-05-01,"MISC. AMERICAN CORDIALS & LIQUEURS",34841.05,5060,52277.32,3683.06
2016-05-01,"JAPANESE WHISKY",596.76,12,895.2,9
2016-05-01,"CREAM LIQUEURS",245232.33,19842,368583.96,17019.01
2016-05-01,"BUTTERSCOTCH SCHNAPPS",18436.18,2756,27662.18,2380.25
2016-05-01,"AMARETTO - IMPORTED",2614.92,84,3922.8,63
2016-05-01,"PUERTO RICO & VIRGIN ISLANDS RUM",466332.47,61624,699537.05,66367.07
2016-05-01,"IMPORTED VODKA - MISC",380023.62,33824,570160.09,23610.9
2016-05-01,"GREEN CREME DE MENTHE",2892.75,618,4341.36,463.5
2016-05-01,"AMERICAN SLOE GINS",2295.28,422,3442.92,398.75
2016-05-01,"BLACKBERRY BRANDIES",40699.97,6722,61064.67,6082.26
2016-05-01,"OTHER PROOF VODKA",2716.85,359,4077.07,424.25
2016-05-01,"IMPORTED SCHNAPPS",261582.04,22513,392400.91,20881.74
2016-05-01,"STRAWBERRY SCHNAPPS",5706.75,1035,8562.75,776.25
2016-05-01,"CORN WHISKIES",70128.75,3915,105212.7,2936.25
2016-05-01,"PEPPERMINT SCHNAPPS",120582,19447,180906.86,16671.3
2016-05-01,"BOTTLED IN BOND BOURBON",1726.56,198,2589.84,148.5
2016-05-01,"DECANTERS & SPECIALTY PACKAGES",54400.73,5655,81628.35,4664.3
2016-05-01,"MISC. IMPORTED CORDIALS & LIQUEURS",481385.39,35685,722942.41,27177.62
2016-05-01,"SCHNAPPS - IMPORTED",149.76,12,224.64,9
2016-05-01,"MISCELLANEOUS SCHNAPPS",27141.62,5145,40725.12,3018.45
2016-05-01,"TROPICAL FRUIT SCHNAPPS",4031.01,834,6048.44,772.25
2016-05-01,"FLAVORED RUM",403833.66,45772,605910.07,40034.54
2016-05-01,"WHISKEY LIQUEUR",821557.46,103682,1232632.11,73510.56
2016-05-01,"STRAIGHT RYE WHISKIES",34136.57,2333,51205.95,1749.75
2016-05-01,"DARK CREME DE CACAO",1795.5,378,2695.14,283.5
2016-05-01,"ANISETTE",72,16,108,12
2016-05-01,"DISTILLED SPIRITS SPECIALTY",96092.23,16541,144506.59,15777.5
2016-05-01,"ROCK & RYE",631.04,128,947.2,96
2016-06-01,"SPEARMINT SCHNAPPS",1375,275,2062.5,275
2016-06-01,"IMPORTED SCHNAPPS",261674.91,22847,392538.91,21133.34
2016-06-01,"CHERRY BRANDIES",5254.56,962,7881.84,721.5
2016-06-01,"SCOTCH WHISKIES",295873.77,19280,443852.45,21693.22
2016-06-01,"BLENDED WHISKIES",431376.3,71469,647158.03,67142.52
2016-06-01,"MISC. AMERICAN CORDIALS & LIQUEURS",51914.94,7287,77890.67,5186.03
2016-06-01,"OTHER PROOF VODKA",2617.85,347,3928.51,415.25
2016-06-01,"IMPORTED GRAPE BRANDIES",411557.99,37869,617458.69,15173.16
2016-06-01,"PUERTO RICO & VIRGIN ISLANDS RUM",596855.68,74421,895319.91,83484.27
2016-06-01,"CREME DE ALMOND",517.5,115,776.25,86.25
2016-06-01,"COFFEE LIQUEURS",78191.25,7060,117315.71,5903.24
2016-06-01,"WHISKEY LIQUEUR",822128.71,110200,1233525.97,73345.09
2016-06-01,"ANISETTE",283.5,61,425.31,45.75
2016-06-01,"TEQUILA",1074792.54,93190,1613329.97,76927.43
2016-06-01,"ROOT BEER SCHNAPPS",8308.69,1329,12464.77,1282
2016-06-01,NA,29132.23,3004,43712.55,1898.4
2016-06-01,"FLAVORED GINS",7368.27,1131,11058.06,848.25
2016-06-01,"CANADIAN WHISKIES",1795100.52,196405,2699878.66,194048.6
2016-06-01,"TRIPLE SEC",58954.59,20542,88467,19069.7
2016-06-01,"BOTTLED IN BOND BOURBON",1769.76,171,2654.82,146.25
2016-06-01,"APRICOT BRANDIES",13682.84,2281,20528.65,1977.87
2016-06-01,"TROPICAL FRUIT SCHNAPPS",4852.15,997,7280.77,915.5
2016-06-01,"STRAIGHT BOURBON WHISKIES",1016738.55,82286,1525334.66,76292.04
2016-06-01,"100 PROOF VODKA",31172.22,2679,46758.36,2175.25
2016-06-01,"SINGLE BARREL BOURBON WHISKIES",22866.54,1034,34303.48,775.5
2016-06-01,"ROCK & RYE",453.56,92,680.8,69
2016-06-01,"AMERICAN ALCOHOL",26229.92,2980,39346.92,2235
2016-06-01,"STRAIGHT RYE WHISKIES",257333.9,13563,386062.45,10172.25
2016-06-01,"BARBADOS RUM",5587.08,528,8527.19,396
2016-06-01,"IMPORTED DRY GINS",315739.15,20075,473636.65,19616.49
2016-06-01,"CORN WHISKIES",1172.88,24,1759.44,18
2016-06-01,"IRISH WHISKIES",255375.32,15271,383116.47,12812.92
2016-06-01,"VODKA 80 PROOF",2593780.44,447990,3893100.36,435588.88
2016-06-01,"WATERMELON SCHNAPPS",29706.21,3937,44574.93,3733.5
2016-06-01,"SPICED RUM",1196375.84,117418,1794750.38,116823.39
2016-06-01,"RASPBERRY SCHNAPPS",7913.74,1394,11871.5,1212
2016-06-01,"PEPPERMINT SCHNAPPS",119943.95,18986,180011.48,16223.62
2016-06-01,"IMPORTED VODKA",1074102.83,78403,1611421.75,82538.67
2016-06-01,"STRAWBERRY SCHNAPPS",5642.85,1016,8466.72,762
2016-06-01,"TENNESSEE WHISKIES",573240.72,40537,859999.24,29535.91
2016-06-01,"GREEN CREME DE MENTHE",1982.75,426,2975.44,319.5
2016-06-01,"MISCELLANEOUS SCHNAPPS",28549.65,5641,42839.48,3139.45
2016-06-01,"BLACKBERRY BRANDIES",34787.49,5699,52193.28,5207.01
2016-06-01,"IMPORTED VODKA - MISC",425288.9,37926,638070.52,27539.17
2016-06-01,"DARK CREME DE CACAO",1707.99,357,2563.77,270.75
2016-06-01,"DISTILLED SPIRITS SPECIALTY",86162.58,15145,129276.15,14520.76
2016-06-01,"APPLE SCHNAPPS",26336.85,3467,39520.68,3324.38
2016-06-01,"PEACH SCHNAPPS",91017.69,12750,136565.11,11443.03
2016-06-01,"MISC. IMPORTED CORDIALS & LIQUEURS",440296.01,31714,660550.45,24289.64
2016-06-01,"BUTTERSCOTCH SCHNAPPS",21949.29,3170,32934.04,2803.75
2016-06-01,"GRAPE SCHNAPPS",23590.99,3070,35400.02,2979.25
2016-06-01,"SINGLE MALT SCOTCH",157635.4,5376,236460.59,4218.2
2016-06-01,"PEACH BRANDIES",14612.33,3634,21922.65,1753.38
2016-06-01,"JAMAICA RUM",21482.12,1809,32223.48,1799
2016-06-01,"AMERICAN GRAPE BRANDIES",183830.76,45984,275805.71,21822.78
2016-06-01,"WHITE CREME DE CACAO",1731,369,2597.91,276.75
2016-06-01,"MISCELLANEOUS  BRANDIES",7104.58,1270,10658.36,736.04
2016-06-01,"DECANTERS & SPECIALTY PACKAGES",62759.76,5839,94164.93,5602.35
2016-06-01,"VODKA FLAVORED",661572.89,98210,992523.58,72532.54
2016-06-01,"CREAM LIQUEURS",219792.87,17820,329705.35,15346.22
2016-06-01,"CINNAMON SCHNAPPS",13399.99,1737,20105.25,1534.5
2016-06-01,"FLAVORED RUM",439481.92,49621,659391.1,43806.75
2016-06-01,"AMERICAN DRY GINS",239121.86,46440,358923.59,39934.22
2016-06-01,"AMERICAN COCKTAILS",418594.4,58040,632268.15,92949.98
2016-06-01,"AMARETTO - IMPORTED",2241.36,72,3362.4,54
2016-06-01,"AMERICAN AMARETTO",31474.6,7273,47229.5,6799
2016-06-01,"JAPANESE WHISKY",149.88,12,224.88,9
2016-06-01,"AMERICAN SLOE GINS",2062.9,393,3094.35,374.75
2016-07-01,"AMERICAN DRY GINS",168736.04,34036,253383.3,27797.08
2016-07-01,"GRAPE SCHNAPPS",14066.52,1850,21107.46,1771.5
2016-07-01,"SINGLE BARREL BOURBON WHISKIES",16734.24,849,25103.53,636.75
2016-07-01,"MISCELLANEOUS SCHNAPPS",19787.89,3557,29689.98,2158.35
2016-07-01,"PEPPERMINT SCHNAPPS",88593.81,14097,132912.57,12097.91
2016-07-01,"BLACKBERRY BRANDIES",26063.57,4360,39104.38,3892.73
2016-07-01,"AMERICAN GRAPE BRANDIES",148240.15,37119,222408.79,17549.38
2016-07-01,"GREEN CREME DE MENTHE",1537,328,2306.72,246
2016-07-01,"BOTTLED IN BOND BOURBON",575.52,66,863.28,49.5
2016-07-01,"BUTTERSCOTCH SCHNAPPS",13668,2031,20507.73,1746.75
2016-07-01,"IMPORTED GRAPE BRANDIES",326239.97,28508,489431.2,11704.68
2016-07-01,"TRIPLE SEC",47156.54,16343,70760.65,15138.86
2016-07-01,"IRISH WHISKIES",212978.83,12173,319515.25,10663.54
2016-07-01,"MISC. IMPORTED CORDIALS & LIQUEURS",358767.55,26854,538206.58,20338.27
2016-07-01,"RASPBERRY SCHNAPPS",5961.94,1050,8943.32,890.5
2016-07-01,"FLAVORED GINS",5319.55,811,7983.38,608.25
2016-07-01,"APPLE SCHNAPPS",15216.96,2034,22833.87,1919.3
2016-07-01,"AMERICAN AMARETTO",25167.03,5726,37765.16,5376.25
2016-07-01,"MISCELLANEOUS  BRANDIES",6025.79,1039,9039.95,599.11
2016-07-01,"WHITE CREME DE CACAO",2076.25,445,3115.85,333.75
2016-07-01,"STRAWBERRY SCHNAPPS",4933.35,896,7402.32,672
2016-07-01,"100 PROOF VODKA",12432.26,1315,18648.75,1038.25
2016-07-01,"AMERICAN COCKTAILS",265787.86,37111,401200.25,58800.53
2016-07-01,"AMARETTO - IMPORTED",2241.36,72,3362.4,54
2016-07-01,"JAPANESE WHISKY",2486.36,67,3729.72,50.25
2016-07-01,"SINGLE MALT SCOTCH",115943.7,3878,173920.14,3031.84
2016-07-01,"JAMAICA RUM",12281.08,1073,18421.62,939.25
2016-07-01,"IMPORTED AMARETTO",69.6,6,104.4,4.5
2016-07-01,"ROOT BEER SCHNAPPS",6454.8,1046,9683.3,1011
2016-07-01,"CINNAMON SCHNAPPS",10030.04,1297,15048.97,1169.25
2016-07-01,"VODKA FLAVORED",456070.89,62842,684234.25,49722
2016-07-01,"CORN WHISKIES",1385.65,35,2078.65,26.25
2016-07-01,"TENNESSEE WHISKIES",495093.07,33232,742756.83,25619.18
2016-07-01,"WATERMELON SCHNAPPS",17080.08,2298,25628.46,2137.5
2016-07-01,"SPEARMINT SCHNAPPS",1060,212,1590,212
2016-07-01,"CHERRY BRANDIES",4802.2,880,7203.3,660
2016-07-01,"SCOTCH WHISKIES",233190.51,16048,350079.13,18116.82
2016-07-01,"AMERICAN ALCOHOL",24358.73,2808,36540.47,2106
2016-07-01,"PEACH SCHNAPPS",64324.52,9226,96511.29,7933.37
2016-07-01,"APRICOT BRANDIES",10634.92,1816,15955.66,1534.23
2016-07-01,"ROCK & RYE",493,100,740,75
2016-07-01,"BARBADOS RUM",4710.39,444,7066.02,333
2016-07-01,"BLENDED WHISKIES",345877.32,56029,518887.41,52426.32
2016-07-01,"STRAIGHT BOURBON WHISKIES",652847.38,56519,979414.7,51516.57
2016-07-01,"DARK CREME DE CACAO",1800.25,379,2702.27,284.25
2016-07-01,"STRAIGHT RYE WHISKIES",68522.38,3866,102798.08,2899.5
2016-07-01,"DECANTERS & SPECIALTY PACKAGES",39115.26,3192,58685.33,2181.1
2016-07-01,"WHISKEY LIQUEUR",684139.93,91272,1026485.33,61145.14
2016-07-01,"IMPORTED VODKA",1015814.88,80011,1523935.65,72688.46
2016-07-01,"DISTILLED SPIRITS SPECIALTY",69826.01,11588,104994.19,10974.15
2016-07-01,"IMPORTED SCHNAPPS",227194.22,19973,340814.44,18272.74
2016-07-01,"FLAVORED RUM",379954.48,42930,570078.25,37899.04
2016-07-01,"CANADIAN WHISKIES",1689402.83,182524,2552495.64,194970.18
2016-07-01,"CREAM LIQUEURS",196617.45,16520,294940.48,13946.02
2016-07-01,"TROPICAL FRUIT SCHNAPPS",4381.54,901,6574.67,815.25
2016-07-01,NA,25306.24,1999,37964.97,1208.81
2016-07-01,"PUERTO RICO & VIRGIN ISLANDS RUM",375554.86,51069,563362.41,53538.15
2016-07-01,"IMPORTED DRY GINS",243152,15570,364749.32,15212.48
2016-07-01,"TEQUILA",798606.03,71397,1198855.74,56249.44
2016-07-01,"PEACH BRANDIES",11810.41,2870,17718.68,1418.04
2016-07-01,"AMERICAN SLOE GINS",2957.66,521,4436.49,493
2016-07-01,"IMPORTED VODKA - MISC",324232.52,28549,486451.61,21509.06
2016-07-01,"VODKA 80 PROOF",1950331.69,338031,2926437.64,319599.1
2016-07-01,"MISC. AMERICAN CORDIALS & LIQUEURS",39791.38,5734,59704.71,4187.48
2016-07-01,"CREME DE ALMOND",306,68,459,51
2016-07-01,"OTHER PROOF VODKA",2320.85,311,3482.83,388.25
2016-07-01,"COFFEE LIQUEURS",63754.08,5590,95653.13,4752.75
2016-07-01,"SPICED RUM",1066570.48,102122,1600013.54,102700.45
2016-07-01,"ANISETTE",216,48,324,36
2016-08-01,"Neutral Grain Spirits Flavored",1069.64,94,3325.41,70.5
2016-08-01,"MISCELLANEOUS  BRANDIES",10729.73,2428,16096.62,1234.07
2016-08-01,"Flavored Gin",522.07,79,880.9,59.25
2016-08-01,"AMERICAN SLOE GINS",2808.4,420,4212.6,395
2016-08-01,"VODKA 80 PROOF",2066578.26,365132,3102129.81,358637.23
2016-08-01,"Coffee Liqueurs",3462.96,343,16171.66,274.08
2016-08-01,"PEACH SCHNAPPS",56828.01,8267,85263.88,7441.62
2016-08-01,"SINGLE MALT SCOTCH",143949.51,4640,215929.66,3642.71
2016-08-01,"Mezcal",212.16,16,99.45,12
2016-08-01,"Imported Vodka",34971.48,2657,131419.38,2453.22
2016-08-01,"ROOT BEER SCHNAPPS",7003.06,1135,10505.83,1095.25
2016-08-01,"American Sloe Gins",102.98,19,268.29,19
2016-08-01,"American Schnapps",12789.53,2113,48375.84,1755.3
2016-08-01,"American Cordials & Liqueurs",8227.21,1412,26881.95,913.32
2016-08-01,"SINGLE BARREL BOURBON WHISKIES",14317.05,697,21477.9,522.75
2016-08-01,"ROCK & RYE",340.17,69,510.6,51.75
2016-08-01,"Delisted Items",1010.4,115,3351.38,86.86
2016-08-01,"WHITE CREME DE CACAO",1554.25,332,2332.58,249
2016-08-01,"IMPORTED VODKA - MISC",327088.77,29218,490733.44,21668.32
2016-08-01,"IMPORTED DRY GINS",221211.23,14121,331837.06,13760.36
2016-08-01,"Gold Rum",3246.32,409,11710.37,392.73
2016-08-01,"AMERICAN ALCOHOL",25689.13,2932,38536.01,2217
2016-08-01,"American Vodka",67420.02,10970,329437.78,10826.02
2016-08-01,"IMPORTED VODKA",926504.29,72485,1389993.32,73708.01
2016-08-01,"DARK CREME DE CACAO",1600.75,337,2402.81,252.75
2016-08-01,"Single Malt Scotch",15516.72,476,32991.49,355.56
2016-08-01,"CREAM LIQUEURS",209514.71,17504,314922.08,14631.47
2016-08-01,"TRIPLE SEC",44086.99,15273,66154.12,14116.71
2016-08-01,"Spiced Rum",34987.79,3941,161293.39,3417.93
2016-08-01,"WATERMELON SCHNAPPS",17402.69,2317,26112.97,2184.5
2016-08-01,"DISTILLED SPIRITS SPECIALTY",79357.47,13951,119068.81,13404.63
2016-08-01,"VODKA FLAVORED",469018.14,66187,703633.96,52948.64
2016-08-01,"AMARETTO - IMPORTED",747.12,24,1120.8,18
2016-08-01,"BLACKBERRY BRANDIES",28595.65,4751,42904.07,4251.95
2016-08-01,"Imported Distilled Spirits Specialty",480.92,92,1711.76,90.5
2016-08-01,"100% Agave Tequila",23585.42,1334,68960.64,896.49
2016-08-01,"DECANTERS & SPECIALTY PACKAGES",40523.2,3601,60799.57,2984.4
2016-08-01,"AMERICAN AMARETTO",23403.44,5375,35119.37,5067.25
2016-08-01,"Flavored Rum",12951.24,1545,54572.26,1297.42
2016-08-01,"CINNAMON SCHNAPPS",11683.77,1515,17529.64,1310.25
2016-08-01,"BLENDED WHISKIES",409862.77,64769,614867.59,62818.16
2016-08-01,"Blended Whiskies",15634.45,2613,80726.52,2275.05
2016-08-01,"Triple Sec",803.86,302,5069.44,289
2016-08-01,"American Flavored Vodka",27215.84,3940,89874.14,2987.22
2016-08-01,"Single Barrel Bourbon Whiskies",1314.25,67,3861.3,50.25
2016-08-01,"TROPICAL FRUIT SCHNAPPS",3312.61,628,4970.68,585.5
2016-08-01,"Bottled in Bond Bourbon",371.2,35,1034.28,26.25
2016-08-01,"PEPPERMINT SCHNAPPS",96132.29,15140,144221.99,13301.69
2016-08-01,"Scotch Whiskies",15706.84,984,43085.84,940.33
2016-08-01,"RASPBERRY SCHNAPPS",5427.76,936,8142.38,823
2016-08-01,"Whiskey Liqueur",41170.93,3425,112333.17,3809.49
2016-08-01,"STRAIGHT BOURBON WHISKIES",880702.55,68327,1321920.26,63098.5
2016-08-01,"PEACH BRANDIES",12916.92,3220,19378.88,1547.41
2016-08-01,"STRAWBERRY SCHNAPPS",4646.75,851,6972.43,638.25
2016-08-01,"SPICED RUM",881490.99,91558,1322429.86,87819.58
2016-08-01,"Cream Liqueurs",12716.73,1093,46597.21,894.81
2016-08-01,"Special Order Items",36.46,4,389.88,3
2016-08-01,"JAMAICA RUM",18882.01,1661,28426.36,1418.25
2016-08-01,"GRAPE SCHNAPPS",14182.8,1855,21282.15,1788.75
2016-08-01,"TENNESSEE WHISKIES",642768.53,41408,964307.19,33348.75
2016-08-01,"Imported Flavored Vodka",17627.84,1544,49248.53,1138.55
2016-08-01,"SCOTCH WHISKIES",248129.82,16052,372565.13,18365.02
2016-08-01,"American Distilled Spirits Specialty",694.08,81,1561.8,60.75
2016-08-01,"Imported Schnapps",10591.63,1005,41878.66,789.33
2016-08-01,"FLAVORED RUM",328580.9,37352,493002.03,32690.33
2016-08-01,"Straight Rye Whiskies",5014.21,305,14153.79,230.25
2016-08-01,"WHISKEY LIQUEUR",655761.39,90049,983916.27,58467.5
2016-08-01,"TEQUILA",797243.4,69795,1196363.28,56443.93
2016-08-01,"Corn Whiskies",62.84,5,245.31,3.75
2016-08-01,"IMPORTED SCHNAPPS",207927.15,18002,311910.59,16428.22
2016-08-01,"SPEARMINT SCHNAPPS",1365,273,2047.5,273
2016-08-01,"OTHER PROOF VODKA",2962.07,387,4445.04,436.25
2016-08-01,"GREEN CREME DE MENTHE",1561,335,2342.57,251.25
2016-08-01,"PUERTO RICO & VIRGIN ISLANDS RUM",375682.07,50685,563555.49,55778.8
2016-08-01,"BUTTERSCOTCH SCHNAPPS",16375.72,2439,24569.93,2081
2016-08-01,"Straight Bourbon Whiskies",40264.17,3501,134977.92,2911.18
2016-08-01,"Canadian Whiskies",59807.17,6577,255064.62,5838.56
2016-08-01,"White Rum",11434.68,1615,63086.66,1538.31
2016-08-01,"Tennessee Whiskies",31202.42,2229,105321.65,1610.23
2016-08-01,"Iowa Distillery Whiskies",386.75,17,1808.89,12.75
2016-08-01,"Aged Dark Rum",1179.91,108,3931.96,92.6
2016-08-01,"Mixto Tequila",12964.08,1499,54207.33,1159.58
2016-08-01,"BOTTLED IN BOND BOURBON",2240.64,225,3361.14,186.75
2016-08-01,NA,5828.55,256,8847.92,195.3
2016-08-01,"ANISETTE",607.5,125,911.55,93.75
2016-08-01,"MISC. AMERICAN CORDIALS & LIQUEURS",39536.24,5652,59319.45,4008.54
2016-08-01,"MISC. IMPORTED CORDIALS & LIQUEURS",375292.43,27640,563738.62,21438.13
2016-08-01,"AMERICAN GRAPE BRANDIES",144309.24,36033,216508.26,17168.45
2016-08-01,"Imported Brandies",16508.99,1325,78405.94,613.3
2016-08-01,"APPLE SCHNAPPS",14450.8,1960,21684.29,1813.64
2016-08-01,"FLAVORED GINS",5263.35,795,7898.94,608.25
2016-08-01,"AMERICAN COCKTAILS",215894.65,30343,325065.16,46862.73
2016-08-01,"Neutral Grain Spirits",1551.43,175,7091.9,131.25
2016-08-01,"IRISH WHISKIES",253119.01,14339,379704.29,12581.5
2016-08-01,"Imported Cordials & Liqueurs",20064.99,1542,67717.7,1069.26
2016-08-01,"100 PROOF VODKA",12270.64,1240,18406.14,1010
2016-08-01,"Irish Whiskies",9147.29,584,31961.81,447.68
2016-08-01,"AMERICAN DRY GINS",173006.13,33741,259708.28,28777.86
2016-08-01,"IMPORTED GRAPE BRANDIES",338044.79,31382,507164.39,12240.96
2016-08-01,"CHERRY BRANDIES",4152.8,760,6229.2,570
2016-08-01,"COFFEE LIQUEURS",67451.34,6082,101439.7,5114.61
2016-08-01,"MISCELLANEOUS SCHNAPPS",20633.76,4433,30963.28,2276.45
2016-08-01,"Imported Dry Gins",11391.48,757,37397.26,690.33
2016-08-01,"STRAIGHT RYE WHISKIES",80974.77,4436,121478.55,3328
2016-08-01,"BARBADOS RUM",367.71,27,551.58,20.25
2016-08-01,"American Dry Gins",8027.83,1536,41401.92,1293.96
2016-08-01,"Cocktails / RTD",8135.83,1148,40410.72,1717.43
2016-08-01,"CREME DE ALMOND",189,42,283.5,31.5
2016-08-01,"CANADIAN WHISKIES",1440773.3,157746,2161676.3,154090.99
2016-08-01,"APRICOT BRANDIES",11646.43,1962,17472.91,1705.08
2016-08-01,"American Brandies",11987.87,2384,48429.07,1486.16
2016-09-01,"Coffee Liqueurs",103979.65,8427,153920.53,7456.64
2016-09-01,"American Distilled Spirit Specialty",7246.32,786,11090.1,570.74
2016-09-01,"Mixto Tequila",421647.77,46634,597646.57,40632.52
2016-09-01,"Triple Sec",37441.66,13834,56184.92,13583
2016-09-01,"Mezcal",2307.78,129,3461.67,96.75
2016-09-01,"American Distilled Spirits Specialty",6.49,1,0,0.75
2016-09-01,"Irish Whiskies",270600.07,15721,396650.6,13570.99
2016-09-01,"Iowa Distilleries",9441.25,415,14163.95,311.25
2016-09-01,"Flavored Rum",303940.74,34445,457040.11,30790.88
2016-09-01,"American Vodka",970.86,107,1240.16,93.56
2016-09-01,"Imported Cordials & Liqueurs",415118.16,29646,615660.94,23480.21
2016-09-01,"American Brandies",270210.13,59713,403553.08,33294.72
2016-09-01,"White Rum",337643.76,45188,506705.55,48389.07
2016-09-01,"American Schnapps",281260.53,44362,414551.38,39641.29
