"year_mon","category_name","state_cost","bottles_sold","retail_revenue","liters_sold"
2014-04-01,"PUERTO RICO & VIRGIN ISLANDS RUM",459185.87,64007,688748.18,67701.68
2014-04-01,"OTHER PROOF VODKA",2362.14,294,3543.24,220.5
2014-04-01,"CREAM LIQUEURS",266898.98,21986,401495.7,18390.09
2014-04-01,"AMERICAN SLOE GINS",2930.03,650,4393.85,553.25
2014-05-01,"CINNAMON SCHNAPPS",17884.61,2442,26846.07,2044.63
2014-05-01,"TENNESSEE WHISKIES",411752.5,30949,617712.3,22491.61
2014-05-01,"ROOT BEER SCHNAPPS",8309.22,1384,12463.86,1331.75
2014-05-01,"ROCK & RYE",1598.58,235,2397.09,176.25
2014-05-01,"SINGLE BARREL BOURBON WHISKIES",19598.26,1002,29400.33,751.5
2014-05-01,"SPICED RUM",1024172.85,104792,1536941.88,99300.04
2014-05-01,"VODKA 80 PROOF",1479037.98,288893,2222412.84,275127.15
2014-05-01,"AMERICAN ALCOHOL",24132.16,2740,36211.88,2067
2014-05-01,"PEACH SCHNAPPS",57095.06,8622,85652.22,7885.62
2014-05-01,"SINGLE MALT SCOTCH",150788.02,5376,226188.39,4122.23
2014-05-01,"CANADIAN WHISKIES",1833156.32,212099,2776548.76,246091.29
2014-05-01,"PEACH BRANDIES",3074.92,576,4612.57,414.15
2014-05-01,"WHITE CREME DE MENTHE",655.65,141,982.77,105.75
2014-05-01,"IMPORTED SCHNAPPS",231541.23,20148,347336.2,18529.79
2014-05-01,"DARK CREME DE CACAO",2077.2,448,3113.76,336
2014-05-01,"SPEARMINT SCHNAPPS",1187.5,250,1782.5,250
2014-05-01,"OTHER PROOF VODKA",1760.64,224,2640.96,168
2014-05-01,"PUERTO RICO & VIRGIN ISLANDS RUM",533168.95,69962,806592.42,77140.08
2014-05-01,"GREEN CREME DE MENTHE",2193.3,477,3288.39,357.75
2014-05-01,"IMPORTED VODKA - MISC",372434.03,35592,559102.9,27235.87
2014-05-01,"SCHNAPPS - IMPORTED",4320,60,6480,3
2014-05-01,"STRAIGHT BOURBON WHISKIES",708230.73,64656,1066438.08,63044.99
2014-05-01,"DISTILLED SPIRITS SPECIALTY",92276.55,14349,138716.75,13284.26
2014-05-01,"AMERICAN DRY GINS",199126.48,39984,298948.22,32916.14
2014-05-01,"WATERMELON SCHNAPPS",15966.96,2186,23950.44,2055.25
2014-05-01,"IMPORTED VODKA",987963.19,74944,1490524.2,75911.41
2014-05-01,"TRIPLE SEC",47771.64,18150,71590.78,17698.75
2014-05-01,"APPLE SCHNAPPS",24369.8,3525,36555.85,3053.02
2014-05-01,"CREME DE ALMOND",339.45,73,509.54,54.75
2014-05-01,"JAPANESE WHISKY",813.54,24,1220.34,18
2014-05-01,"CREAM LIQUEURS",242377.23,19819,364963.21,16944.36
2014-05-01,"VODKA FLAVORED",384737.11,55209,583126.49,44506.45
2014-05-01,"MISCELLANEOUS SCHNAPPS",14742.3,1923,22115.24,1685.85
2014-05-01,"IMPORTED VODKA - CHERRY",169.2,24,253.92,24
2014-05-01,"DECANTERS & SPECIALTY PACKAGES",293887.01,20251,440898.26,25476
2014-05-01,"BLACKBERRY BRANDIES",35433.06,5910,53145.67,5267.22
2014-05-01,"LOW PROOF VODKA",1692.71,173,2539.86,153.75
2014-05-01,"TROPICAL FRUIT SCHNAPPS",4562.83,938,6842.79,865.25
2014-05-01,"PEPPERMINT SCHNAPPS",53835.48,12034,80769.63,11065.52
2014-05-01,"IMPORTED DRY GINS",245506.57,16055,369340.64,15872.95
2014-05-01,"AMERICAN SLOE GINS",2422.64,545,3633,456.75
2014-05-01,"IMPORTED AMARETTO",17061.66,1231,25592.49,923.25
2014-05-01,"FLAVORED RUM",336279.53,39350,509307.29,34085.96
2014-05-01,"JAMAICA RUM",14207.54,1298,21303.21,1073.75
2014-05-01,"AMERICAN GRAPE BRANDIES",174404.95,43536,262237.86,21460.25
2014-05-01,"STRAWBERRY SCHNAPPS",6005.05,1204,9011.15,903
2014-05-01,"MISC. IMPORTED CORDIALS & LIQUEURS",478689,34466,718523.81,27400.96
2014-05-01,"BOTTLED IN BOND BOURBON",9082.01,466,13623.77,355.5
2014-05-01,NA,13161.49,407,19740.37,305.25
2014-05-01,"AMERICAN AMARETTO",30335.15,7084,45515.63,6657.75
2014-05-01,"ANISETTE",467.16,102,700.74,76.5
2014-05-01,"100 PROOF VODKA",82643.63,15559,124016.07,16650.75
2014-05-01,"MISC. AMERICAN CORDIALS & LIQUEURS",101603.42,12457,152400.87,8826.06
2014-05-01,"BLENDED WHISKIES",417603.58,67679,626154.29,66443.84
2014-05-01,"FLAVORED GINS",9262.36,1636,13900.76,1014.6
2014-05-01,"AMERICAN COCKTAILS",258257.29,37636,389137.9,56365.3
2014-05-01,"IRISH WHISKIES",167219.94,9928,250866.55,8724.14
2014-05-01,"MISCELLANEOUS  BRANDIES",2532.45,152,3799.41,91.5
2014-05-01,"APRICOT BRANDIES",18735.99,3868,28107.69,2578.88
2014-05-01,"GRAPE SCHNAPPS",14823.54,1989,22235.31,1926
2014-05-01,"BARBADOS RUM",10245.32,1090,15557.76,817.5
2014-05-01,"STRAIGHT RYE WHISKIES",104578.73,5973,156894.07,4470.75
2014-05-01,"SCOTCH WHISKIES",273776.32,19675,411891.52,23072.34
2014-05-01,"CHERRY BRANDIES",6095.18,1163,9141.1,822.75
2014-05-01,"COFFEE LIQUEURS",75699.95,6833,113873.94,5739.71
2014-05-01,"TEQUILA",847875.23,79505,1273043.12,66461.65
2014-05-01,"WHISKEY LIQUEUR",577048.95,57710,865984.36,51462.38
2014-05-01,"BUTTERSCOTCH SCHNAPPS",17863.51,2796,26798.99,2392.5
2014-05-01,"IMPORTED GRAPE BRANDIES",314756.18,29048,472245.72,11740.42
2014-05-01,"RASPBERRY SCHNAPPS",6274.42,1127,9414.5,978.25
2014-05-01,"WHITE CREME DE CACAO",1761.75,381,2641.05,285.75
2014-06-01,"WHISKEY LIQUEUR",698437.69,69837,1047731.38,61585.99
2014-06-01,"AMERICAN ALCOHOL",25603.75,2924,38420.23,2193
2014-06-01,"STRAIGHT RYE WHISKIES",156013.32,8952,234058.81,6714
2014-06-01,"DARK CREME DE CACAO",1836.6,397,2753.23,300.75
2014-06-01,"IRISH WHISKIES",189488.87,11538,284274.24,9847.84
2014-06-01,"CANADIAN WHISKIES",1881351.4,198694,2827700.49,201836.71
2014-06-01,"STRAIGHT BOURBON WHISKIES",880638.12,75409,1323726.18,71921.77
2014-06-01,"PEACH BRANDIES",12179,2609,18274.01,1509.87
2014-06-01,"ANISETTE",485.48,106,728.22,79.5
2014-06-01,"BARBADOS RUM",12975.84,1320,19597.56,990
2014-06-01,"FLAVORED RUM",386000.46,43783,581836.49,38532.07
2014-06-01,"IMPORTED AMARETTO",26165.22,1897,39247.83,1415.24
2014-06-01,"CREAM LIQUEURS",279786.09,22591,420874.62,19057.49
2014-06-01,"SCHNAPPS - IMPORTED",82.56,24,123.84,4.8
2014-06-01,"RASPBERRY SCHNAPPS",7071.24,1372,10880.77,1172
2014-06-01,"IMPORTED VODKA - MISC",413304.22,40048,621628.57,29712.06
2014-06-01,"ROCK & RYE",1430.13,211,2144.49,158.25
2014-06-01,"DISTILLED SPIRITS SPECIALTY",118160.47,17061,177223.29,16259.13
2014-06-01,"GREEN CREME DE MENTHE",2054.85,444,3080.38,333
2014-06-01,"PEPPERMINT SCHNAPPS",60327.41,13449,90572.76,12198.21
2014-06-01,"JAMAICA RUM",13417.88,1215,20119.26,1016
2014-06-01,"SCOTCH WHISKIES",302208.91,20317,453458.26,23100.54
2014-06-01,"100 PROOF VODKA",93470.79,17357,140268.87,19033.5
2014-06-01,"MISCELLANEOUS SCHNAPPS",20908.14,2783,31472.46,2287.35
2014-06-01,"SINGLE BARREL BOURBON WHISKIES",9474.7,523,14213.86,392.25
2014-06-01,"WHITE CREME DE MENTHE",658.05,142,986.38,106.5
2014-06-01,"STRAWBERRY SCHNAPPS",5541.17,1206,8566.77,904.5
2014-06-01,"WATERMELON SCHNAPPS",24047.66,3411,36490.49,3201.5
2014-06-01,"TRIPLE SEC",44900.1,17875,67287.73,17438.75
2014-06-01,"LOW PROOF VODKA",1593.5,152,2391,114
2014-06-01,"AMERICAN COCKTAILS",309079.33,45540,468335.82,68537.23
2014-06-01,"IMPORTED VODKA - CHERRY",169.2,24,253.92,24
2014-06-01,"BUTTERSCOTCH SCHNAPPS",22226.27,3463,33801.3,3064
2014-06-01,"FLAVORED GINS",9340.6,1420,14018,1065
2014-06-01,"TROPICAL FRUIT SCHNAPPS",5074,1068,7609.02,969
2014-06-01,"MISC. AMERICAN CORDIALS & LIQUEURS",158612.92,18995,238605.81,13460.4
2014-06-01,"APRICOT BRANDIES",22250.62,4357,33381.12,3105.5
2014-06-01,"PEACH SCHNAPPS",79983.69,12166,121514.96,11169.92
2014-06-01,"IMPORTED VODKA",1124776.61,78906,1687092.74,78209.11
2014-06-01,"AMERICAN SLOE GINS",2187.74,482,3280.5,417
2014-06-01,"DECANTERS & SPECIALTY PACKAGES",186415.5,12570,279671.61,15536.7
2014-06-01,"WHITE CREME DE CACAO",1830.75,398,2744.48,298.5
2014-06-01,"VODKA 80 PROOF",2005318.62,362746,3009338.88,362164.75
2014-06-01,"MISCELLANEOUS  BRANDIES",2295.71,210,3444.08,149.86
2014-06-01,"CREME DE ALMOND",134.85,29,202.42,21.75
2014-06-01,"AMERICAN GRAPE BRANDIES",175490.56,43901,263818.46,21488.58
2014-06-01,"ROOT BEER SCHNAPPS",11657.06,1910,17651.18,1840.75
2014-06-01,"VODKA FLAVORED",562941.07,79393,847944.78,63263.94
2014-06-01,NA,6741.06,293,10109.44,219.75
2014-06-01,"AMARETTO - IMPORTED",1120.68,36,1681.2,27
2014-06-01,"MISC. IMPORTED CORDIALS & LIQUEURS",422107.27,32115,633242.02,23920.18
2014-06-01,"CINNAMON SCHNAPPS",21462.38,2976,32585.27,2453.27
2014-06-01,"BLACKBERRY BRANDIES",40358.27,6676,60534.31,6017.49
2014-06-01,"BOTTLED IN BOND BOURBON",9116.23,460,13675.35,345
2014-06-01,"BLENDED WHISKIES",471416.83,76731,707051.94,74850.12
2014-06-01,"IMPORTED DRY GINS",295776.73,19062,444003.04,18935.49
2014-06-01,"IMPORTED GRAPE BRANDIES",273896.51,24402,410933.92,10610.24
2014-06-01,"AMERICAN AMARETTO",32329.12,7635,48505.73,7070.75
2014-06-01,"APPLE SCHNAPPS",32393.42,4826,49400.32,4299.73
2014-06-01,"AMERICAN DRY GINS",221662.58,45615,332690.65,36912.98
2014-06-01,"GRAPE SCHNAPPS",22117.52,3028,33382.28,2925
2014-06-01,"TENNESSEE WHISKIES",681040.96,46884,1021695.87,37271.32
2014-06-01,"COFFEE LIQUEURS",85139.45,7427,127677.62,6318.29
2014-06-01,"PUERTO RICO & VIRGIN ISLANDS RUM",492583.79,68403,741985.31,71156.19
2014-06-01,"TEQUILA",927838.04,83728,1392401.12,69095.21
2014-06-01,"CHERRY BRANDIES",7644.68,1484,11466.1,1023.73
2014-06-01,"SPICED RUM",1406948.74,134694,2110039.96,136192.9
2014-06-01,"OTHER PROOF VODKA",2854.14,353,4281.27,264.75
2014-06-01,"SPEARMINT SCHNAPPS",1491.5,314,2238.82,314
2014-06-01,"SINGLE MALT SCOTCH",166410.58,5665,249798.67,4442.49
2014-06-01,"IMPORTED SCHNAPPS",287028.52,24853,430571.94,23482.51
2014-07-01,"STRAIGHT RYE WHISKIES",159614.03,9069,239461.89,6798.75
2014-07-01,"TEQUILA",885567.22,82436,1329177.97,67929.96
2014-07-01,"AMERICAN ALCOHOL",34995.07,3949,52512.19,3003.75
2014-07-01,"CREAM LIQUEURS",251022.95,20536,377244.85,17387.8
2014-07-01,"IMPORTED DRY GINS",267757.89,17931,402483.66,16865.54
2014-07-01,"IMPORTED VODKA - MISC",375064.78,35678,562670.65,26933.61
2014-07-01,"WHISKEY LIQUEUR",737197.74,73591,1105879.76,65493.41
2014-07-01,"SINGLE BARREL BOURBON WHISKIES",10543.58,591,15897.51,443.25
2014-07-01,"GREEN CREME DE MENTHE",2230.35,484,3343.78,363
2014-07-01,"RASPBERRY SCHNAPPS",7154.1,1279,10734.15,1091.75
2014-07-01,"BUTTERSCOTCH SCHNAPPS",19655.83,3085,29487.69,2623.02
2014-07-01,"SCOTCH WHISKIES",270498.89,19210,405997.48,21822.61
2014-07-01,"MISCELLANEOUS  BRANDIES",2659.26,186,3989.34,127.8
2014-07-01,"PEACH BRANDIES",18994.38,4368,28503.69,2338.18
2014-07-01,"STRAIGHT BOURBON WHISKIES",679509.47,63247,1020098.74,59246.67
2014-07-01,"DECANTERS & SPECIALTY PACKAGES",64026.34,4475,96057.39,4803.15
2014-07-01,"WHITE CREME DE CACAO",2164.05,468,3244.14,351
2014-07-01,"SPICED RUM",1098520.61,111745,1648228.67,105781.5
2014-07-01,"TENNESSEE WHISKIES",623416.37,43923,935244.68,34425.97
2014-07-01,"GRAPE SCHNAPPS",11872.62,1635,17808.93,1524
2014-07-01,"LOW PROOF VODKA",731.36,70,1097.36,52.5
2014-07-01,"APPLE SCHNAPPS",26547.12,3775,39821.69,3341.01
2014-07-01,"AMERICAN AMARETTO",32761.96,7639,49154.5,7119.5
2014-07-01,"MISC. AMERICAN CORDIALS & LIQUEURS",110750.76,13928,166122.24,9889.03
2014-07-01,"ANISETTE",622.88,136,934.32,102
2014-07-01,"BLENDED WHISKIES",490759.4,78056,739314.44,77145.57
2014-07-01,"CANADIAN WHISKIES",1477393.87,180036,2230011.08,185995.91
2014-07-01,"APRICOT BRANDIES",19923.09,3894,29889.73,2771.85
2014-07-01,"BOTTLED IN BOND BOURBON",8457.96,404,12687.79,303
2014-07-01,"CINNAMON SCHNAPPS",18870.96,2532,28303.11,2080.75
2014-07-01,NA,6649.22,307,9971.49,230.25
2014-07-01,"TROPICAL FRUIT SCHNAPPS",5584.11,1218,8373.61,1090.25
2014-07-01,"MISCELLANEOUS SCHNAPPS",22118.05,3014,33179.01,2390.3
2014-07-01,"AMARETTO - IMPORTED",1120.68,36,1681.2,27
2014-07-01,"CREME DE ALMOND",58.65,13,87.98,9.75
2014-07-01,"VODKA 80 PROOF",1797937.18,342799,2702745.29,325498.61
2014-07-01,"VODKA FLAVORED",498550.09,72086,754738.59,57211.3
2014-07-01,"WHITE CREME DE MENTHE",599.85,129,899.13,96.75
2014-07-01,"OTHER PROOF VODKA",3112.56,396,4668.84,297
2014-07-01,"PUERTO RICO & VIRGIN ISLANDS RUM",489396.55,67691,738066.84,71457.13
2014-07-01,"AMERICAN GRAPE BRANDIES",182588.68,47539,274581.39,22393.76
2014-07-01,"BLACKBERRY BRANDIES",38545.08,6472,57816.37,5728.07
2014-07-01,"IMPORTED SCHNAPPS",284911.27,24942,427397.45,23211.59
2014-07-01,"SPEARMINT SCHNAPPS",1306.25,275,1960.75,275
2014-07-01,"SINGLE MALT SCOTCH",120911.85,4427,181369.86,3435.27
2014-07-01,"AMERICAN SLOE GINS",3169.51,700,4752.85,601.75
2014-07-01,"DARK CREME DE CACAO",1742.55,376,2612.14,282
2014-07-01,"PEPPERMINT SCHNAPPS",57302.08,12730,85970.22,11674.61
2014-07-01,"TRIPLE SEC",44956.71,17645,67371.31,17151
2014-07-01,"PEACH SCHNAPPS",82764.93,11857,124168.22,9834.1
2014-07-01,"100 PROOF VODKA",88609.38,16897,132972.65,18204
2014-07-01,"ROOT BEER SCHNAPPS",11263.74,1865,16895.79,1773
2014-07-01,"DISTILLED SPIRITS SPECIALTY",116950.18,18751,175387.74,17485.15
2014-07-01,"WATERMELON SCHNAPPS",20208,2842,30312,2567.75
2014-07-01,"CHERRY BRANDIES",6439.96,1244,9658.26,864.73
2014-07-01,"COFFEE LIQUEURS",92505.44,8342,138771.05,6903.07
2014-07-01,"ROCK & RYE",1521.81,207,2282.13,155.25
2014-07-01,"AMERICAN COCKTAILS",321712.25,46122,486513.5,71123.35
2014-07-01,"FLAVORED GINS",7265.16,1140,10903.08,810.6
2014-07-01,"AMERICAN DRY GINS",238466.89,49013,357983.6,39833.83
2014-07-01,"IMPORTED GRAPE BRANDIES",306449.27,27999,459772.36,11736.59
2014-07-01,"IMPORTED AMARETTO",20060.37,1546,30090.58,1082.33
2014-07-01,"IRISH WHISKIES",175263.56,10792,262934.1,9124.25
2014-07-01,"BARBADOS RUM",13171.59,1369,19963.89,1026.75
2014-07-01,"FLAVORED RUM",372308.53,43132,561097.41,37283.38
2014-07-01,"JAMAICA RUM",16356.92,1513,24526.12,1234.5
2014-07-01,"STRAWBERRY SCHNAPPS",8710.94,1697,13070.89,1272.75
2014-07-01,"MISC. IMPORTED CORDIALS & LIQUEURS",440870.42,33446,662045.1,25675.5
2014-07-01,"IMPORTED VODKA",981282.2,72241,1471915.6,71945.77
2014-08-01,"MISC. AMERICAN CORDIALS & LIQUEURS",116666.97,14306,175014.51,9952.02
2014-08-01,"STRAWBERRY SCHNAPPS",5440.99,1085,8164.64,813.75
2014-08-01,"APRICOT BRANDIES",18116.97,3566,27185.22,2516.78
2014-08-01,"LOW PROOF VODKA",1002.63,96,1504.38,72
2014-08-01,"STRAIGHT RYE WHISKIES",176029.6,9882,264090.5,7397.63
2014-08-01,"BARBADOS RUM",22933.93,2529,34878.05,1896.75
2014-08-01,"PEACH BRANDIES",11113.81,2537,16677.31,1386.96
2014-08-01,"VODKA 80 PROOF",1808636.99,344196,2715632.64,336714.01
2014-08-01,"JAMAICA RUM",9430.5,830,14145.75,699.75
2014-08-01,"STRAIGHT BOURBON WHISKIES",699120.48,64620,1049614.64,60821.64
2014-08-01,"PUERTO RICO & VIRGIN ISLANDS RUM",562686.55,71552,852658.56,80617.56
2014-08-01,"IMPORTED VODKA",1042284.78,75153,1565206.63,76114.23
2014-08-01,"SINGLE MALT SCOTCH",136213.11,5040,204337.35,3876.94
2014-08-01,"MISC. IMPORTED CORDIALS & LIQUEURS",448724.64,33472,673165.77,25888.31
2014-08-01,"PEACH SCHNAPPS",60375.66,9158,90574.26,8306.84
2014-08-01,"AMERICAN GRAPE BRANDIES",165929.09,41211,248910.14,20171.01
2014-08-01,"TRIPLE SEC",37794.36,14893,56751.27,14528.25
2014-08-01,"TROPICAL FRUIT SCHNAPPS",4134.34,913,6203.31,817
2014-08-01,"IMPORTED VODKA - MISC",339730.74,30015,510830.7,22425.66
2014-08-01,"VODKA FLAVORED",519298.72,77563,781406.45,58807.32
2014-08-01,"RASPBERRY SCHNAPPS",6468.94,1172,9706.55,1026.25
2014-08-01,"PEPPERMINT SCHNAPPS",55256.82,12146,82907.1,11267.82
2014-08-01,"CREAM LIQUEURS",261409.88,21787,393820.99,18059.66
2014-08-01,"DISTILLED SPIRITS SPECIALTY",104254.65,15373,156409.45,14034.74
2014-08-01,"100 PROOF VODKA",84066.08,15606,126176.8,16906.5
2014-08-01,"AMERICAN ALCOHOL",32224.08,3540,48336.24,2679
2014-08-01,"IMPORTED DRY GINS",236836.66,15547,355442.35,14988.47
2014-08-01,"WHITE CREME DE CACAO",1992,431,2989.75,323.25
2014-08-01,NA,6444.99,296,9667.5,222
2014-08-01,"OTHER PROOF VODKA",1579.86,201,2369.79,150.75
2014-08-01,"DECANTERS & SPECIALTY PACKAGES",95533.51,7611,143330.41,6606
2014-08-01,"CINNAMON SCHNAPPS",19625.72,2656,29443.57,2229.52
2014-08-01,"ANISETTE",302.28,66,453.42,49.5
2014-08-01,"SPICED RUM",1010907.15,105888,1517511.22,99917.13
2014-08-01,"IRISH WHISKIES",211176.08,12622,316818.17,11083.09
2014-08-01,"GRAPE SCHNAPPS",14480.22,1985,21720.33,1862.75
2014-08-01,"FLAVORED GINS",7693.14,1056,11544.96,798
2014-08-01,"AMERICAN COCKTAILS",214314.53,31641,323670.29,47011.82
2014-08-01,"WATERMELON SCHNAPPS",16082.58,2223,24123.87,2060.75
2014-08-01,"AMARETTO - IMPORTED",373.56,12,560.4,9
2014-08-01,"WHITE CREME DE MENTHE",785.85,169,1179.62,126.75
2014-08-01,"DARK CREME DE CACAO",2048.25,441,3074.5,330.75
2014-08-01,"SPEARMINT SCHNAPPS",1372.75,289,2060.57,289
2014-08-01,"IMPORTED SCHNAPPS",240442.52,20966,360709.42,19200.5
2014-08-01,"IMPORTED VODKA - CHERRY",126.9,18,190.44,18
2014-08-01,"BOTTLED IN BOND BOURBON",8423.85,435,12637.64,326.25
2014-08-01,"IMPORTED AMARETTO",21191.22,1573,31786.83,1143.74
2014-08-01,"COFFEE LIQUEURS",87422.87,7674,131443.38,6578.58
2014-08-01,"AMERICAN SLOE GINS",1998.66,438,2998.88,379
2014-08-01,"FLAVORED RUM",322339.21,37257,487305.92,32417.1
2014-08-01,"BLACKBERRY BRANDIES",34322.67,5774,51495.1,5082.07
2014-08-01,"GREEN CREME DE MENTHE",2257.35,489,3387.92,366.75
2014-08-01,"CHERRY BRANDIES",6078.41,1144,9118.33,830.62
2014-08-01,"MISCELLANEOUS  BRANDIES",2336.55,175,3505.28,121.5
2014-08-01,"IMPORTED GRAPE BRANDIES",244701.2,21941,367133.49,9387.62
2014-08-01,"MISCELLANEOUS SCHNAPPS",21593.79,2983,32391.78,2413.8
2014-08-01,"AMERICAN AMARETTO",28659.02,6741,43006.56,6309.55
2014-08-01,"ROOT BEER SCHNAPPS",11248.84,1810,16873.44,1757.5
2014-08-01,"AMERICAN DRY GINS",214014.47,43849,321278.2,35623.99
2014-08-01,"BUTTERSCOTCH SCHNAPPS",19241.04,2931,28864.86,2549.75
2014-08-01,"TEQUILA",813405.28,74794,1221033.31,61819.45
2014-08-01,"TENNESSEE WHISKIES",572655.27,40012,859100.03,31396.93
2014-08-01,"SINGLE BARREL BOURBON WHISKIES",9136.76,502,13706.84,372
2014-08-01,"BLENDED WHISKIES",394215.1,67840,591411.73,62234.87
2014-08-01,"WHISKEY LIQUEUR",710816.24,71411,1066380.1,63425.48
2014-08-01,"SCOTCH WHISKIES",284058.78,20031,427431.67,23381.78
2014-08-01,"APPLE SCHNAPPS",24950.2,3627,37426.61,3155.97
2014-08-01,"ROCK & RYE",1557.79,203,2337.2,152.25
2014-08-01,"CANADIAN WHISKIES",1437340.04,168200,2156542.17,172282.85
2014-09-01,"MISC. IMPORTED CORDIALS & LIQUEURS",443456.37,33044,665259.79,25602.26
2014-09-01,"STRAIGHT BOURBON WHISKIES",746310.96,66858,1121553.26,63530.03
2014-09-01,"CHERRY BRANDIES",6269.03,1170,9403.88,855.36
2014-09-01,"BARBADOS RUM",75944.77,7998,113917.72,5998.5
2014-09-01,"CREAM LIQUEURS",516044.36,43232,775154.49,35136.82
2014-09-01,"AMERICAN AMARETTO",31322.35,7280,47002.96,6713.95
2014-09-01,NA,15131.84,1791,22698.15,1343.25
2014-09-01,"WHISKEY LIQUEUR",846960.11,85541,1270618.64,75076.22
2014-09-01,"VODKA 80 PROOF",1910226.79,339769,2869127.8,334325.18
2014-09-01,"SINGLE MALT SCOTCH",165191.74,6040,247807.87,4661.88
2014-09-01,"WHITE CREME DE MENTHE",897.45,193,1347.14,144.75
2014-09-01,"MISCELLANEOUS  BRANDIES",3527.43,292,5291.91,178.73
2014-09-01,"IMPORTED VODKA",909841.85,66135,1364953.63,67055.62
2014-09-01,"TENNESSEE WHISKIES",802297.79,52918,1203597.37,44207.53
2014-09-01,"AMERICAN SLOE GINS",2281.02,510,3422.56,434
2014-09-01,"GREEN CREME DE MENTHE",1807.65,391,2713.08,293.25
2014-09-01,"VODKA FLAVORED",484739.92,73060,730306.15,54376.99
2014-09-01,"MISC. AMERICAN CORDIALS & LIQUEURS",155044.87,18761,232580.53,12663.91
2014-09-01,"BLENDED WHISKIES",414530.61,68205,621859.68,65864.23
2014-09-01,"TRIPLE SEC",31427.71,12363,47190.69,12081.25
2014-09-01,"BUTTERSCOTCH SCHNAPPS",21329.78,3341,31999.42,2865.75
2014-09-01,"GRAPE SCHNAPPS",15073.5,2049,22610.25,1946.75
2014-09-01,"FLAVORED GINS",6075.24,876,9117.24,657
2014-09-01,"SPEARMINT SCHNAPPS",1401.25,295,2103.35,295
2014-09-01,"ANISETTE",416.78,91,625.17,68.25
2014-09-01,"APPLE SCHNAPPS",30532.77,4344,45800.52,3884.12
2014-09-01,"APRICOT BRANDIES",21123.55,4178,31697.64,2929.69
2014-09-01,"SCOTCH WHISKIES",270123.23,18735,405861.44,21239.97
2014-09-01,"IMPORTED SCHNAPPS",267564.08,23204,401396.27,21589.78
2014-09-01,"OTHER PROOF VODKA",2428.74,309,3643.11,231.75
2014-09-01,"TEQUILA",766545.05,66827,1149900.03,54068.92
2014-09-01,"SPICED RUM",1327567.12,127630,1991595.32,131066.86
2014-09-01,"AMERICAN GRAPE BRANDIES",197117.6,48178,295696.92,24123.86
2014-09-01,"PUERTO RICO & VIRGIN ISLANDS RUM",434129.86,58283,651238.09,62035.41
2014-09-01,"STRAIGHT RYE WHISKIES",138176.07,7901,207295.06,5915.25
2014-09-01,"IMPORTED AMARETTO",24544.32,1788,36816.54,1335.38
2014-09-01,"FLAVORED RUM",260070.09,29373,390195.5,25565.91
2014-09-01,"IRISH WHISKIES",188973.25,11596,283739.13,9527.93
2014-09-01,"WHITE CREME DE CACAO",1551.6,337,2328.65,252.75
2014-09-01,"IMPORTED VODKA - CHERRY",338.4,48,507.84,48
2014-09-01,"100 PROOF VODKA",78586.07,14730,117952.39,15911
2014-09-01,"COFFEE LIQUEURS",111396.4,9741,167123.91,8048.9
2014-09-01,"BOTTLED IN BOND BOURBON",10152.99,516,15231.62,387
2014-09-01,"AMERICAN COCKTAILS",166507.62,23906,249944.74,35680.53
2014-09-01,"RASPBERRY SCHNAPPS",6849.95,1192,10277.5,1027.75
2014-09-01,"DARK CREME DE CACAO",1929.6,417,2896.17,312.75
2014-09-01,"AMERICAN ALCOHOL",41235.1,4604,61852.74,3462
2014-09-01,"IMPORTED GRAPE BRANDIES",296069,25493,444200.13,11549.21
2014-09-01,"MISCELLANEOUS SCHNAPPS",19241.84,2623,28863.52,2177.8
2014-09-01,"ROCK & RYE",1487.49,191,2231.7,143.25
2014-09-01,"STRAWBERRY SCHNAPPS",5514.18,1111,8274.63,833.25
2014-09-01,"CINNAMON SCHNAPPS",20510.49,2889,30771.14,2336.33
2014-09-01,"CREME DE ALMOND",236.88,36,355.32,33
2014-09-01,"JAMAICA RUM",16030.18,1544,24045.33,1255.75
2014-09-01,"IMPORTED VODKA - MISC",326863.47,27709,490348.75,20575.05
2014-09-01,"AMERICAN DRY GINS",184552.35,37667,276933.3,30757.77
2014-09-01,"IMPORTED DRY GINS",209616,13726,314885.71,13359.07
2014-09-01,"TROPICAL FRUIT SCHNAPPS",3685.93,778,5530.56,694.75
2014-09-01,"PEPPERMINT SCHNAPPS",62812.41,14281,94246.52,12726.92
2014-09-01,"ROOT BEER SCHNAPPS",10641.98,1770,15963.18,1726.75
2014-09-01,"WATERMELON SCHNAPPS",17595.3,2399,26392.95,2269.25
2014-09-01,"SINGLE BARREL BOURBON WHISKIES",8269.79,448,12406.35,336
2014-09-01,"BLACKBERRY BRANDIES",42029.29,6924,63057.94,6267.71
2014-09-01,"DISTILLED SPIRITS SPECIALTY",74661.68,10650,112003.05,9628.77
2014-09-01,"CANADIAN WHISKIES",1962403.05,211566,2944962,225680.18
2014-09-01,"LOW PROOF VODKA",983.83,97,1476.18,78.75
2014-09-01,"PEACH SCHNAPPS",61730.9,9271,92606.36,8511.75
2014-09-01,"PEACH BRANDIES",12187.25,2770,18288.12,1508.8
2014-09-01,"DECANTERS & SPECIALTY PACKAGES",315570.91,20713,473597.51,18934.4
2014-10-01,"IMPORTED DRY GINS",201169.45,13616,304691.32,12892.84
