"year_mon","type","category","state_cost","retail_revenue","bottles_sold","liters_sold"
2018-05-01,"liqueur","american cordials & liqueur",260990.63,391772.89,136271,29445.86
2018-05-01,"other","american distilled spirit specialty",15652.49,23629.28,1391,1025.26
2018-05-01,"other","american distilled spirits specialty",503.28,754.92,48,36
2018-05-01,"gin","american dry gins",217389.6,326294.1,45520,35209.1
2018-05-01,"vodka","american flavored vodka",588455.63,882342.88,82792,65172.11
2018-05-01,"schnapps","american schnapps",297485.27,446261.33,46601,41688.25
2018-05-01,"gin","american sloe gins",1707.3,2560.95,315,315
2018-05-01,"vodka","american vodka",1140,1710,144,108
2018-05-01,"vodka","american vodkas",2877843.23,4319104.29,490165,447113.67
2018-05-01,"whiskey","blended whiskies",478268.09,718013.86,76682,70991.58
2018-05-01,"whiskey","bottled in bond bourbon",7788.32,11869.92,586,457.5
2018-05-01,"whiskey","canadian whiskies",2836338.27,4254697.95,297317,325580.78
2018-05-01,"cocktail","cocktails / rtd",104.22,156.36,6,4.5
2018-05-01,"cocktail","cocktails /rtd",434613.72,654370.27,59396,93113.17
2018-05-01,"liqueur","coffee liqueurs",83277.27,123424.75,7308,6254.28
2018-05-01,"whiskey","corn whiskies",12379.58,18985.61,896,672
2018-05-01,"liqueur","cream liqueurs",230531.9,342060.69,19010,16030.42
2018-05-01,"gin","flavored gin",7519.22,11284.15,1088,816
2018-05-01,"rum","flavored rum",483012.94,725903.43,54422,49153.99
2018-05-01,"rum","gold rum",73757.34,110831.58,8891,9989.15
2018-05-01,"brandy","imported brandies",648375.21,969481.94,56031,22327.55
2018-05-01,"liqueur","imported cordials & liqueur",1575.84,2364.24,102,76.5
2018-05-01,"liqueur","imported cordials & liqueurs",486400.09,723074.06,35396,26200.58
2018-05-01,"other","imported distilled spirit specialty",90572.42,135943.08,18129,17957.35
2018-05-01,"gin","imported dry gins",285896.51,429373.4,18438,17492.43
2018-05-01,"vodka","imported flavored vodka",470339.94,714832.88,41014,30192.5
2018-05-01,"schnapps","imported schnapps",305918.45,458214.45,26338,24727.66
2018-05-01,"vodka","imported vodkas",1201858.93,1811580.58,96970,98197.33
2018-05-01,"other","iowa distilleries",13252.25,19881.17,582,436.5
2018-05-01,"whiskey","irish whiskies",354408.93,521415.36,20968,18118.47
2018-05-01,"other","mezcal",8439.21,12779.07,433,324.75
2018-05-01,"tequila","mixto tequila",553837.54,830883.16,63193,53523.72
2018-05-01,"other","neutral grain spirits",25633.97,38453.17,2904,2178
2018-05-01,"other","neutral grain spirits flavored",10021.44,15032.16,876,657
2018-05-01,"whiskey","scotch whiskies",277364.81,416510.55,18319,20390.17
2018-05-01,"whiskey","single barrel bourbon whiskies",24635.98,37189.96,1277,957.75
2018-05-01,"whiskey","single malt scotch",202713.96,301664.32,6899,5446.05
2018-05-01,"other","special order items",85807.08,127855.22,7830,11140.8
2018-05-01,"rum","spiced rum",1533129.38,2300041.33,142863,147601.37
2018-05-01,"whiskey","straight bourbon whiskies",1154183.03,1726832.68,96232,83765.55
2018-05-01,"whiskey","straight rye whiskies",136870.65,204417.68,7672,5933.75
2018-05-01,"other","temporary & specialty packages",212582.15,321625.83,18391,15097
2018-05-01,"whiskey","tennessee whiskies",635977.8,954518.95,44989,32605.78
2018-05-01,"other","triple sec",57455.47,86222.77,21479,20938.25
2018-05-01,"whiskey","whiskey liqueur",904004.39,1355601.83,92210,80469.36
2018-05-01,"rum","white rum",443212.75,664934.62,57515,63853.56
2018-05-01,"unknown",NA,25727.56,38745.46,2327,1431.62
2018-06-01,"tequila","100% agave tequila",646525.51,966309.8,39250,28566.97
2018-06-01,"rum","aged dark rum",45647.66,68201.08,4188,3713.45
2018-06-01,"brandy","american brandies",267498.07,401629.84,61661,32586.38
2018-06-01,"liqueur","american cordials & liqueur",221571.63,332818.61,121154,25472.93
2018-06-01,"liqueur","american cordials & liqueurs",103.92,155.88,12,9
2018-06-01,"other","american distilled spirit specialty",14438.58,21790.02,1104,821.63
2018-06-01,"other","american distilled spirits specialty",342,513,12,9
2018-06-01,"gin","american dry gins",204362.91,306733.2,41947,32906.28
2018-06-01,"vodka","american flavored vodka",610949.22,916311.36,88182,65684
2018-06-01,"schnapps","american schnapps",296551.8,444748.71,45458,41133.87
2018-06-01,"gin","american sloe gins",1734.4,2601.6,320,320
2018-06-01,"vodka","american vodkas",3099435.93,4649829.1,487877,462721.57
2018-06-01,"whiskey","blended whiskies",494921.66,743184.3,75514,72401.18
2018-06-01,"whiskey","bottled in bond bourbon",7515.34,11273.01,577,432.75
2018-06-01,"whiskey","canadian whiskies",2002329.76,2993752.61,210853,202104.5
2018-06-01,"cocktail","cocktails /rtd",440511.73,654808.4,59483,94517.86
2018-06-01,"liqueur","coffee liqueurs",70351.09,104628.07,6068,5250.8
2018-06-01,"whiskey","corn whiskies",6613.77,10132.39,516,387
2018-06-01,"liqueur","cream liqueurs",210225.86,312971.1,17524,14461.55
2018-06-01,"gin","flavored gin",5815.61,8727.52,839,629.25
2018-06-01,"rum","flavored rum",557330.78,837106.73,62110,56147.97
2018-06-01,"rum","gold rum",73934.77,110891.9,8779,10002.26
2018-06-01,"brandy","imported brandies",577701.92,863664.39,51579,20243.91
2018-06-01,"liqueur","imported cordials & liqueur",544.2,816.36,46,27.5
2018-06-01,"liqueur","imported cordials & liqueurs",437837.49,651472.18,31535,23760.64
2018-06-01,"other","imported distilled spirit specialty",65253.31,97854.59,12887,12767.4
2018-06-01,"other","imported distilled spirits specialty",999.96,1409.64,48,36
2018-06-01,"gin","imported dry gins",296899.61,445777.39,18557,18088.45
2018-06-01,"vodka","imported flavored vodka",390702.55,588229.05,33855,25825.43
2018-06-01,"schnapps","imported schnapps",275616.68,412784.38,23724,22126.91
2018-06-01,"vodka","imported vodkas",1092366.76,1647095.51,84187,90846.15
2018-06-01,"other","iowa distilleries",17561,26345.22,771,578.25
2018-06-01,"whiskey","irish whiskies",337547.4,496419.54,19774,17161.09
2018-06-01,"other","mezcal",6736.54,10104.98,372,279
2018-06-01,"tequila","mixto tequila",426309.34,639370.82,49690,42756.32
2018-06-01,"other","neutral grain spirits",26545.63,39820.39,2974,2224.9
2018-06-01,"other","neutral grain spirits flavored",8637.56,12870.09,755,566.25
2018-06-01,"whiskey","scotch whiskies",290397.83,439170.64,18684,21088.23
2018-06-01,"whiskey","single barrel bourbon whiskies",27805.2,41711.77,1401,1050.75
2018-06-01,"whiskey","single malt scotch",199015.55,297292.89,7161,5601.76
2018-06-01,"other","special order items",143057.12,208009.77,12033,18166.05
2018-06-01,"rum","spiced rum",1149227.21,1723847.53,117834,111874.46
2018-06-01,"whiskey","straight bourbon whiskies",1453397.52,2178646.86,111962,102656.66
2018-06-01,"whiskey","straight rye whiskies",141028.3,212128.1,7672,5870.75
2018-06-01,"other","temporary & specialty packages",280561.07,424555.18,21484,21080.75
2018-06-01,"whiskey","tennessee whiskies",753182.91,1129832.3,50136,38715.9
2018-06-01,"other","triple sec",50083.4,75160.39,18889,18513
2018-06-01,"whiskey","whiskey liqueur",844806.7,1267609.4,86709,75128.06
2018-06-01,"rum","white rum",455220.4,683082.47,56441,62226.89
2018-06-01,"unknown",NA,38882.01,58821.84,3376,3756.72
2018-07-01,"tequila","100% agave tequila",613679.39,920058.6,35894,25792.1
2018-07-01,"rum","aged dark rum",33161.33,49676.16,3000,2777.25
2018-07-01,"brandy","american brandies",251774.08,377744.67,60641,30721.04
2018-07-01,"liqueur","american cordials & liqueur",234551.91,352114.8,122935,26210.57
2018-07-01,"liqueur","american cordials & liqueurs",539.76,809.82,82,61.5
2018-07-01,"other","american distilled spirit specialty",13522.36,20283.93,1161,869.64
2018-07-01,"gin","american dry gins",225085.74,337856.21,42085,35240.97
2018-07-01,"vodka","american flavored vodka",523207.43,783890.56,74780,56524.21
2018-07-01,"schnapps","american schnapps",257396.09,386188.17,40318,35868.71
2018-07-01,"gin","american sloe gins",1371.26,2056.89,253,253
2018-07-01,"vodka","american vodka",125.88,188.88,12,9
2018-07-01,"vodka","american vodkas",3037619.57,4558749.14,470854,440312.46
2018-07-01,"whiskey","blended whiskies",441063.72,665425.88,66057,59293.97
2018-07-01,"whiskey","bottled in bond bourbon",6960.06,10440.12,528,402
2018-07-01,"whiskey","canadian whiskies",1992188.3,2988286.12,215457,228158.14
2018-07-01,"cocktail","cocktails /rtd",302973.96,451317.15,41738,64757.63
2018-07-01,"liqueur","coffee liqueurs",67809.3,100887.09,6096,5190.64
2018-07-01,"whiskey","corn whiskies",7456.09,11546.16,562,421.5
2018-07-01,"liqueur","cream liqueurs",245474.01,367087.5,19420,16609.87
2018-07-01,"gin","flavored gin",6991.15,10491.41,973,729.75
2018-07-01,"rum","flavored rum",463685.59,696478.52,52644,46759.59
2018-07-01,"rum","gold rum",58255.42,87817.76,7301,7856.84
2018-07-01,"brandy","imported brandies",527402.75,789173.14,45782,18262.88
2018-07-01,"liqueur","imported cordials & liqueur",284.04,426.12,22,9.5
2018-07-01,"liqueur","imported cordials & liqueurs",426829.83,634487.67,31277,23321.31
2018-07-01,"other","imported distilled spirit specialty",70866.99,105186.09,14155,14036.21
2018-07-01,"other","imported distilled spirits specialty",160.2,240.3,6,4.5
2018-07-01,"gin","imported dry gins",297061.76,445885.14,18524,17975.04
2018-07-01,"vodka","imported flavored vodka",473052.48,715855.21,41208,31271.84
2018-07-01,"schnapps","imported schnapps",272608.21,408552.84,23516,22106.02
2018-07-01,"vodka","imported vodka",16680.96,25021.44,1152,2016
2018-07-01,"vodka","imported vodkas",1088641.25,1641756.59,95058,80297.15
2018-07-01,"other","iowa distilleries",12010.5,18188.71,522,391.5
2018-07-01,"whiskey","irish whiskies",358105.93,526706.98,20881,17963.51
2018-07-01,"other","mezcal",6627.95,9942.09,361,270.75
2018-07-01,"tequila","mixto tequila",565438,848161.4,63628,51500.66
2018-07-01,"other","neutral grain spirits",26700.55,40053.17,3050,2287.5
2018-07-01,"other","neutral grain spirits flavored",8483.58,12708.12,745,558.75
2018-07-01,"whiskey","scotch whiskies",237723.61,358755.76,15963,18404.15
2018-07-01,"whiskey","single barrel bourbon whiskies",13054.17,20022.17,630,472.5
2018-07-01,"whiskey","single malt scotch",162511.17,242621.38,5363,4199.91
2018-07-01,"other","special order items",118076.38,174287.7,11904,18049.05
2018-07-01,"rum","spiced rum",909934.65,1364991.81,97215,89580.2
2018-07-01,"whiskey","straight bourbon whiskies",898113.44,1346231.82,76113,66600.56
2018-07-01,"whiskey","straight rye whiskies",103422.6,156116.45,5447,4192
2018-07-01,"other","temporary & specialty packages",133757.68,201160.4,11742,8430.06
2018-07-01,"whiskey","tennessee whiskies",711511.11,1067377.69,46764,36604.36
2018-07-01,"other","triple sec",44013.26,66047.54,16439,16084.75
2018-07-01,"whiskey","whiskey liqueur",830882.64,1246507.61,85100,74252.31
2018-07-01,"rum","white rum",331211.49,496717.69,46363,47711.77
2018-07-01,"unknown",NA,31030.77,47135.31,3109,2907
2018-08-01,"tequila","100% agave tequila",778411.08,1165561.81,44274,32746.43
2018-08-01,"rum","aged dark rum",53479.19,80234.32,4958,4403.9
2018-08-01,"brandy","american brandies",275760.22,413728.27,63838,33913.96
2018-08-01,"liqueur","american cordials & liqueur",273002.22,409198.7,146533,30539.16
2018-08-01,"liqueur","american cordials & liqueurs",311.76,467.64,36,27
2018-08-01,"other","american distilled spirit specialty",13718.53,20578.79,1253,925.86
2018-08-01,"gin","american dry gins",216046.63,323991.03,44318,34848.51
2018-08-01,"vodka","american flavored vodka",624234.19,936512.12,89547,67769.24
2018-08-01,"schnapps","american schnapps",283176.12,424893.34,44722,39701.95
2018-08-01,"gin","american sloe gins",1338.74,2008.11,247,247
2018-08-01,"vodka","american vodkas",3189809.45,4783983.35,530837,497165.01
2018-08-01,"whiskey","blended whiskies",531663.33,797645.29,79677,72920.46
2018-08-01,"whiskey","bottled in bond bourbon",7830.1,11745.15,599,455.25
2018-08-01,"whiskey","canadian whiskies",2304301.2,3458574.33,232497,219645.57
2018-08-01,"cocktail","cocktails /rtd",340567.43,507891.82,46099,71735.14
2018-08-01,"liqueur","coffee liqueurs",83992.88,125519.38,7117,6160.94
2018-08-01,"whiskey","corn whiskies",12858.62,19288.24,942,706.5
2018-08-01,"liqueur","cream liqueurs",299306.01,447533.59,24093,21065.56
2018-08-01,"gin","flavored gin",8718.36,13082.18,1036,777
2018-08-01,"rum","flavored rum",431059.99,646739.55,48275,44137.25
2018-08-01,"rum","gold rum",75106.76,112416.37,9236,10596.63
2018-08-01,"brandy","imported brandies",611017.89,915717.15,52721,21728.88
2018-08-01,"liqueur","imported cordials & liqueur",1296.72,1945.32,94,63.5
2018-08-01,"liqueur","imported cordials & liqueurs",495780.84,741833.1,36196,27191.05
2018-08-01,"other","imported distilled spirit specialty",95991.35,144079.8,19644,19532.95
2018-08-01,"other","imported distilled spirits specialty",348.06,522.12,12,9
2018-08-01,"gin","imported dry gins",337805.03,506737.92,20996,20286.07
2018-08-01,"vodka","imported flavored vodka",440606.25,661041.61,39494,28352.75
2018-08-01,"schnapps","imported schnapps",309522.6,464286.5,26827,24881.56
2018-08-01,"vodka","imported vodka",29191.68,43787.52,2016,3528
2018-08-01,"vodka","imported vodkas",965298.32,1448190.72,75489,80089.62
2018-08-01,"other","iowa distilleries",17037.75,25560.19,746,559.5
2018-08-01,"whiskey","irish whiskies",380608.28,570962.49,23167,19863.2
2018-08-01,"other","mezcal",5110.04,7665.2,282,211.5
2018-08-01,"tequila","mixto tequila",594494.51,891805.28,67822,55660.28
2018-08-01,"other","neutral grain spirits",33876.24,50817.2,3811,2858.25
2018-08-01,"other","neutral grain spirits flavored",9179.14,13768.71,797,597.75
2018-08-01,"whiskey","scotch whiskies",324767.53,486335.53,20514,23911.47
2018-08-01,"whiskey","single barrel bourbon whiskies",34265.4,51403.84,1774,1330.5
2018-08-01,"whiskey","single malt scotch",185503.79,278267.6,6395,5221.25
2018-08-01,"other","special order items",95452.89,143212.7,10525,14677.5
2018-08-01,"rum","spiced rum",1749884.87,2625089.14,157401,170042
2018-08-01,"whiskey","straight bourbon whiskies",1278407.05,1916150.36,100912,92837.44
2018-08-01,"whiskey","straight rye whiskies",144896.75,217369.86,8055,6078.05
2018-08-01,"other","temporary & specialty packages",115941.54,173945.32,10972,7469.4
2018-08-01,"whiskey","tennessee whiskies",780653.04,1171142.8,51511,40151.79
2018-08-01,"other","triple sec",47036.63,70586.53,17577,17234
2018-08-01,"whiskey","whiskey liqueur",1014965.05,1522641.97,101699,90393.56
2018-08-01,"rum","white rum",403156.82,604766.83,53373,57909.23
2018-08-01,"unknown",NA,36920.84,55387.2,2455,1872.23
2018-09-01,"tequila","100% agave tequila",523159.91,784795.17,30408,21986.58
2018-09-01,"rum","aged dark rum",27962.29,41948.92,2478,2406.8
2018-09-01,"brandy","american brandies",242361.83,364066.01,56609,29452.99
2018-09-01,"liqueur","american cordials & liqueur",205919.57,308924.49,116115,23221.21
2018-09-01,"liqueur","american cordials & liqueurs",623.52,935.28,72,54
2018-09-01,"other","american distilled spirit specialty",11671.31,17507.04,1182,885.36
2018-09-01,"gin","american dry gins",166920.22,250848.59,35465,26926.27
2018-09-01,"vodka","american flavored vodka",431260.43,647003.62,64381,47758.2
2018-09-01,"schnapps","american schnapps",233246.29,349978.19,36867,32596.23
2018-09-01,"gin","american sloe gins",1772.34,2658.51,327,327
2018-09-01,"vodka","american vodka",231.6,347.52,24,18
2018-09-01,"vodka","american vodkas",2478236.3,3720297.67,395586,364423.42
2018-09-01,"whiskey","blended whiskies",391135.03,586822.45,62922,57013.55
2018-09-01,"whiskey","bottled in bond bourbon",5657.72,8486.58,450,337.5
2018-09-01,"whiskey","canadian whiskies",1991851.49,2993867.27,213257,228143.46
2018-09-01,"cocktail","cocktails / rtd",104.22,156.36,6,4.5
2018-09-01,"cocktail","cocktails /rtd",175741.57,266953.76,23772,36304.7
2018-09-01,"liqueur","coffee liqueurs",79609.59,119443.36,6731,5775.93
2018-09-01,"whiskey","corn whiskies",7101.51,10652.34,495,371.25
2018-09-01,"liqueur","cream liqueurs",236550.74,357522.4,18742,16202.89
2018-09-01,"gin","flavored gin",5687.51,8535.02,765,568.15
2018-09-01,"rum","flavored rum",280477.71,420819.12,31548,28300.39
2018-09-01,"rum","gold rum",53348.7,80316.42,6627,7284.28
2018-09-01,"brandy","imported brandies",535839.72,804994.36,44423,19095.54
2018-09-01,"liqueur","imported cordials & liqueur",1128,1692.12,72,54
2018-09-01,"liqueur","imported cordials & liqueurs",373186.39,559834.76,27759,20414.76
2018-09-01,"other","imported distilled spirit specialty",47693.15,71583.07,9356,9280.72
2018-09-01,"other","imported distilled spirits specialty",576.36,864.54,30,22.5
2018-09-01,"gin","imported dry gins",240126.99,360210.08,15801,14416.48
2018-09-01,"vodka","imported flavored vodka",304953.57,457514.1,26458,20993.54
2018-09-01,"schnapps","imported schnapps",258812.64,388221.22,22405,20726.02
2018-09-01,"vodka","imported vodkas",1153027.99,1729710.69,95274,109689.54
2018-09-01,"other","iowa distilleries",19257.5,28890.4,845,633.75
2018-09-01,"whiskey","irish whiskies",285363.78,428080.95,16856,14304.82
2018-09-01,"other","mezcal",5597.85,8396.89,312,234
2018-09-01,"tequila","mixto tequila",365193.11,547829.43,41466,34313.89
2018-09-01,"other","neutral grain spirits",33681.45,50524.57,3811,2858.25
2018-09-01,"other","neutral grain spirits flavored",9064,13596,788,591
2018-09-01,"whiskey","scotch whiskies",238741.71,358485.85,15436,17203.45
2018-09-01,"whiskey","single barrel bourbon whiskies",22883.02,34328.07,1116,837
2018-09-01,"whiskey","single malt scotch",170881.49,256331.97,5888,4476.16
2018-09-01,"other","special order items",104421.89,156659.62,8921,11298.9
2018-09-01,"rum","spiced rum",912140.93,1368401.18,93458,88902.08
2018-09-01,"whiskey","straight bourbon whiskies",977584.47,1466536.99,82150,70046.22
2018-09-01,"whiskey","straight rye whiskies",130159.63,195264.45,7136,5432.2
2018-09-01,"other","temporary & specialty packages",281506.94,422342.99,20347,14902.16
2018-09-01,"whiskey","tennessee whiskies",636652.4,955114.49,42689,32778.37
2018-09-01,"other","triple sec",33799.02,50721.21,12570,12375.75
2018-09-01,"whiskey","whiskey liqueur",810211.12,1215473.61,82633,71792.18
2018-09-01,"rum","white rum",324014.99,486048.08,43663,46466.66
2018-09-01,"unknown",NA,29166.3,43752.91,2212,1643.73
2018-10-01,"tequila","100% agave tequila",771682.88,1155397.82,44774,36462.38
2018-10-01,"rum","aged dark rum",35296.19,52951.52,3180,2535.6
2018-10-01,"brandy","american brandies",335144.05,499152.3,75784,41114.41
2018-10-01,"liqueur","american cordials & liqueur",144750.05,217156.18,21446,16337.09
2018-10-01,"liqueur","american cordials & liqueurs",207.84,311.76,24,18
2018-10-01,"other","american distilled spirit specialty",29421.08,44132.2,2799,2095.86
2018-10-01,"other","american distilled spirits specialty",4590,6885,510,191.15
2018-10-01,"gin","american dry gins",199848.01,299799.08,41336,31886.64
2018-10-01,"vodka","american flavored vodka",559976.9,840142.15,84393,60379.43
2018-10-01,"schnapps","american schnapps",333247.88,500256.97,58542,46403.16
2018-10-01,"gin","american sloe gins",1609.74,2414.61,297,297
2018-10-01,"vodka","american vodkas",2872913.9,4309109.32,489630,453761.83
2018-10-01,"whiskey","blended whiskies",526928.36,774215.48,79875,74479.46
2018-10-01,"whiskey","bottled in bond bourbon",9989.46,14447.37,744,558
2018-10-01,"whiskey","canadian whiskies",3335470.6,4994343.91,310097,313343.7
2018-10-01,"cocktail","cocktails / rtd",521.1,781.8,30,22.5
2018-10-01,"cocktail","cocktails /rtd",206380.34,307181,27930,42993.6
2018-10-01,"liqueur","coffee liqueurs",171316.43,258424.74,14351,11822.64
2018-10-01,"whiskey","corn whiskies",14180.34,21270.87,1005,753.75
2018-10-01,"liqueur","cream liqueurs",655035.4,975991.47,53892,48173.7
2018-10-01,"gin","flavored gin",5099.17,7652.4,741,555.75
2018-10-01,"rum","flavored rum",375309.77,563108.57,42825,38389.18
2018-10-01,"rum","gold rum",74922.87,112076.13,9294,9930.75
2018-10-01,"brandy","imported brandies",666289.55,998607.99,55635,23004.67
2018-10-01,"liqueur","imported cordials & liqueur",388.08,582.24,24,18
2018-10-01,"liqueur","imported cordials & liqueurs",464379.39,700045.32,33921,25398.58
2018-10-01,"other","imported distilled spirit specialty",84450.42,123233.86,16768,16672.6
2018-10-01,"other","imported distilled spirits specialty",187.86,281.82,6,4.5
2018-10-01,"gin","imported dry gins",243047.33,364598.45,15701,14624.11
2018-10-01,"vodka","imported flavored vodka",412468.57,618797.07,35991,26146.79
2018-10-01,"schnapps","imported schnapps",329053.5,493582.71,28451,26485.64
2018-10-01,"vodka","imported vodka",20851.2,31276.8,1440,2520
2018-10-01,"vodka","imported vodkas",1002320.18,1503997.12,81132,80866.85
2018-10-01,"whiskey","iowa distillery whiskies",37845.6,56768.4,1360,1020
2018-10-01,"whiskey","irish whiskies",552570.09,828933.46,31760,27743.3
2018-10-01,"other","mezcal",7792,11688.14,429,321.75
2018-10-01,"tequila","mixto tequila",605545.99,911223.88,65880,53489.18
2018-10-01,"other","neutral grain spirits",49737.96,74610.71,5680,4260
2018-10-01,"other","neutral grain spirits flavored",13066.5,19599.75,1175,881.25
2018-10-01,"whiskey","scotch whiskies",391732.52,588813.19,23508,26099.41
2018-10-01,"whiskey","single barrel bourbon whiskies",30849.55,46272.14,1605,1203.75
2018-10-01,"whiskey","single malt scotch",292040.8,437394.69,10598,8160.42
2018-10-01,"other","special order items",112841.22,169219.35,11889,18531.32
2018-10-01,"rum","spiced rum",1521605.74,2282681.09,143966,148275.37
2018-10-01,"whiskey","straight bourbon whiskies",1613029.64,2429123.12,122776,107142.6
2018-10-01,"whiskey","straight rye whiskies",215615.95,323406.99,11857,8978.35
2018-10-01,"other","temporary & specialty packages",905934.31,1362355.72,68670,52165.72
2018-10-01,"whiskey","tennessee whiskies",1193978.2,1791217.45,73170,61682.52
2018-10-01,"other","triple sec",39951.78,59959.86,15187,14979
2018-10-01,"whiskey","whiskey liqueur",1198887.78,1798719.2,230184,109982.82
2018-10-01,"rum","white rum",357095.1,535674.84,50343,52918.43
2018-10-01,"unknown",NA,44358.49,66543.95,2917,2574.85
2018-11-01,"tequila","100% agave tequila",631936.37,945243.31,35085,25765.41
2018-11-01,"rum","aged dark rum",35020.25,52535.63,2935,2472.75
2018-11-01,"brandy","american brandies",333688.64,499906.71,71793,40679.59
2018-11-01,"liqueur","american cordials & liqueur",160092.95,240171.48,23849,18411.81
2018-11-01,"liqueur","american cordials & liqueurs",477.84,716.76,84,63
2018-11-01,"other","american distilled spirit specialty",24425.38,36639.02,2202,1646.23
2018-11-01,"other","american distilled spirits specialty",1125,1687.5,125,46.87
2018-11-01,"gin","american dry gins",175788.14,264161.34,36106,28093.91
2018-11-01,"vodka","american flavored vodka",465429.81,698270.37,69427,51605.21
2018-11-01,"schnapps","american schnapps",329923.39,494858.33,58134,46066.42
2018-11-01,"gin","american sloe gins",1306.22,1959.33,241,241
2018-11-01,"vodka","american vodkas",2871048.31,4307066.57,462595,425011.16
2018-11-01,"whiskey","blended whiskies",477147.51,715849.01,71988,68151.4
2018-11-01,"whiskey","bottled in bond bourbon",10306.14,15459.3,703,545.25
2018-11-01,"whiskey","canadian whiskies",2165463.8,3258198.33,224090,205428.59
2018-11-01,"cocktail","cocktails / rtd",521.1,781.8,30,22.5
2018-11-01,"cocktail","cocktails /rtd",180192.86,273170.49,24846,38030.63
2018-11-01,"liqueur","coffee liqueurs",157978.61,235248.83,13393,11089.11
2018-11-01,"whiskey","corn whiskies",16492.35,24738.82,1079,809.25
2018-11-01,"liqueur","cream liqueurs",593170.44,894840.32,47223,40168.6
2018-11-01,"gin","flavored gin",6277.6,9420.09,798,598.5
2018-11-01,"rum","flavored rum",343769.66,515787.58,38707,35311.12
2018-11-01,"rum","gold rum",71423.28,107452.63,8532,9795.46
2018-11-01,"brandy","imported brandies",637722.34,957432.73,52084,22795.79
2018-11-01,"liqueur","imported cordials & liqueur",786.96,1180.44,48,36
2018-11-01,"liqueur","imported cordials & liqueurs",461686.6,689149.99,33011,24945.99
2018-11-01,"other","imported distilled spirit specialty",65825.83,98770.72,12955,12890.2
2018-11-01,"other","imported distilled spirits specialty",187.86,281.82,6,4.5
2018-11-01,"gin","imported dry gins",225989.69,339006.07,14502,13779.89
2018-11-01,"vodka","imported flavored vodka",350388.69,525701.98,30839,22869.62
2018-11-01,"schnapps","imported schnapps",290489.96,435737.68,25122,23246.18
2018-11-01,"vodka","imported vodkas",936402.16,1404855.68,81019,70192.13
2018-11-01,"whiskey","iowa distillery whiskies",14094,21141,648,486
2018-11-01,"whiskey","irish whiskies",453440.12,680226.44,26811,22736.56
2018-11-01,"other","mezcal",7449.36,11174.28,380,285
2018-11-01,"tequila","mixto tequila",380760.1,571236.97,44591,37317.04
2018-11-01,"other","neutral grain spirits",48390.88,72589.16,5471,4103.25
2018-11-01,"other","neutral grain spirits flavored",13931,20896.54,1268,945.4
2018-11-01,"whiskey","scotch whiskies",324020.95,484671.59,19989,21907.28
2018-11-01,"whiskey","single barrel bourbon whiskies",30244.49,45370.14,1560,1170
2018-11-01,"whiskey","single malt scotch",245399.32,368110.84,8292,6375.71
2018-11-01,"other","special order items",97862.07,146818.15,8782,13074.85
2018-11-01,"rum","spiced rum",1143015.08,1714762.54,116437,111377.14
2018-11-01,"whiskey","straight bourbon whiskies",1328746.56,1989544.32,105730,91603.32
2018-11-01,"whiskey","straight rye whiskies",196615.24,294960.24,10427,7892.91
2018-11-01,"other","temporary & specialty packages",468784.94,703257.63,32983,27335.75
2018-11-01,"whiskey","tennessee whiskies",816171.87,1224442.12,53538,41435.32
2018-11-01,"other","triple sec",38351.06,57551.04,14237,13986.75
2018-11-01,"whiskey","whiskey liqueur",1116993.07,1675694.33,222298,101790.94
2018-11-01,"rum","white rum",380506.06,570784.43,48723,53310.14
2018-11-01,"unknown",NA,20503.95,30758.22,1966,1301.72
2018-12-01,"tequila","100% agave tequila",696405.95,1047909.6,38615,27316.22
2018-12-01,"rum","aged dark rum",45326.49,67997.09,3780,3098.25
2018-12-01,"brandy","american brandies",354618.73,532805.3,75626,43836.6
2018-12-01,"liqueur","american cordials & liqueur",207757.84,311673.02,31863,24204.65
2018-12-01,"liqueur","american cordials & liqueurs",1239.6,1859.88,180,135
2018-12-01,"other","american distilled spirit specialty",44165.17,66248.3,3381,2523.37
2018-12-01,"other","american distilled spirits specialty",279,418.5,31,11.62
2018-12-01,"gin","american dry gins",185294.54,277419.12,38233,29482.96
2018-12-01,"vodka","american flavored vodka",515916.39,774034,76237,55822.12
2018-12-01,"schnapps","american schnapps",376009.72,564408.05,65580,53052.27
2018-12-01,"gin","american sloe gins",1934.94,2902.41,357,357
2018-12-01,"vodka","american vodka",955.8,1433.76,132,99
2018-12-01,"vodka","american vodkas",2738944.92,4107480.08,466752,441881.42
2018-12-01,"whiskey","blended whiskies",555981.46,834111.34,80952,76875.08
2018-12-01,"whiskey","bottled in bond bourbon",11325.86,16988.79,817,612.75
2018-12-01,"whiskey","canadian whiskies",3295613.33,4935761.59,312779,325938.54
2018-12-01,"cocktail","cocktails / rtd",833.76,1250.88,48,36
2018-12-01,"cocktail","cocktails /rtd",246648.17,369731.04,33749,52510.39
2018-12-01,"liqueur","coffee liqueurs",189824.85,284806.88,15897,12955.13
2018-12-01,"whiskey","corn whiskies",23857.91,35787.48,1571,1178.25
2018-12-01,"liqueur","cream liqueurs",832849.21,1239377.98,67162,60147.33
2018-12-01,"gin","flavored gin",5590.07,8389.03,785,588.75
2018-12-01,"rum","flavored rum",334460.74,501818.67,37844,34141.84
2018-12-01,"rum","gold rum",75916.68,113480.73,9378,10081.98
