"year_mon","type","category","state_cost","retail_revenue","bottles_sold","liters_sold"
2020-04-01,"vodka","american vodka",1576.39,2365.36,155,116.25
2020-04-01,"vodka","american vodkas",3164287.78,4733477.35,481342,461396.93
2020-04-01,"whiskey","blended whiskies",671382.18,1007178.68,78935,71244.69
2020-04-01,"whiskey","bottled in bond bourbon",13482.46,20223.69,1030,787.5
2020-04-01,"whiskey","canadian whiskies",2550635.79,3814390.27,265872,242666.28
2020-04-01,"cocktail","cocktails /rtd",967205.17,1466551.77,124245,197567.5
2020-04-01,"liqueur","coffee liqueurs",93451.21,141237.18,8356,6779.81
2020-04-01,"whiskey","corn whiskies",6902.99,10354.68,418,313.5
2020-04-01,"liqueur","cream liqueurs",310062.74,470181.56,24334,20689.33
2020-04-01,"gin","flavored gin",7257.36,10890.86,970,727.5
2020-04-01,"rum","flavored rum",437789.61,657092.11,50376,43692.78
2020-04-01,"rum","gold rum",76680.41,114369.82,8600,10037.38
2020-04-01,"brandy","imported brandies",914064.12,1371315.37,73322,30950.81
2020-04-01,"liqueur","imported cordials & liqueur",1022.72,1534.22,68,51
2020-04-01,"liqueur","imported cordials & liqueurs",419523.22,619519.18,30675,20091.34
2020-04-01,"other","imported distilled spirit specialty",68482.13,102752.96,12955,12807.87
2020-04-01,"gin","imported dry gins",233762.11,351225.69,14196,13681.49
2020-04-01,"vodka","imported flavored vodka",287324.72,430972.98,27923,19931.29
2020-04-01,"schnapps","imported schnapps",170405.35,255611.1,16867,12724.09
2020-04-01,"vodka","imported vodkas",798510.85,1204792.05,73106,71474.05
2020-04-01,"whiskey","irish whiskies",348189.53,522349.29,22619,16827.78
2020-04-01,"other","mezcal",11444.82,17167.74,590,453.25
2020-04-01,"tequila","mixto tequila",649436.05,974290.98,72761,51928.84
2020-04-01,"other","neutral grain spirits",51221.55,76836.77,6081,4886.42
2020-04-01,"other","neutral grain spirits flavored",41081.5,61625.38,3889,2478.55
2020-04-01,"whiskey","scotch whiskies",305905.82,461338.04,18617,22042.62
2020-04-01,"whiskey","single barrel bourbon whiskies",50446.25,75675.5,1977,1482.75
2020-04-01,"whiskey","single malt scotch",192122.66,279419.29,6248,4802.8
2020-04-01,"other","special order items",123195.17,184522.42,12189,18614.8
2020-04-01,"rum","spiced rum",1606282.21,2409596.73,139464,157888.5
2020-04-01,"whiskey","straight bourbon whiskies",1475050.58,2216873.74,117375,96280.26
2020-04-01,"whiskey","straight rye whiskies",165480.82,248274.87,8806,6867.29
2020-04-01,"other","temporary &  specialty packages",3499.5,5250.14,178,148.5
2020-04-01,"other","temporary & specialty packages",333780.11,500146.98,21211,16062.2
2020-04-01,"whiskey","tennessee whiskies",690906.3,1036485.3,49441,33432.72
2020-04-01,"other","triple sec",40838.83,61292.3,14830,14233
2020-04-01,"whiskey","whiskey liqueur",1142614.31,1714133.98,282348,80665.07
2020-04-01,"rum","white rum",319484.02,479244.75,37850,43392.81
2020-04-01,"unknown",NA,28326,42491.07,2307,1198.35
2020-05-01,"tequila","100% agave tequila",985443.04,1478209.2,62020,44787.97
2020-05-01,"rum","aged dark rum",51462.89,77198.79,3951,3222.75
2020-05-01,"brandy","american brandies",305403.75,458177.79,70720,36798.78
2020-05-01,"liqueur","american cordials & liqueur",207020.85,310606.58,37826,19254.29
2020-05-01,"liqueur","american cordials & liqueurs",1945.56,2918.34,222,166.5
2020-05-01,"other","american distilled spirit specialty",38470.02,58373.71,3195,1911.15
2020-05-01,"other","american distilled spirits specialty",162,243,6,4.5
2020-05-01,"gin","american dry gins",219314.25,326398.14,39156,30752.97
2020-05-01,"vodka","american flavored vodka",556175.82,834396.4,80354,57841.86
2020-05-01,"schnapps","american schnapps",288907.73,433650.27,54259,34725.39
2020-05-01,"gin","american sloe gins",1425.46,2138.19,263,263
2020-05-01,"vodka","american vodka",603.4,905.38,65,48.75
2020-05-01,"vodka","american vodkas",3297605.36,4944979.12,487707,470952.03
2020-05-01,"whiskey","blended whiskies",651890.08,977951.05,81556,72298.82
2020-05-01,"whiskey","bottled in bond bourbon",21646.5,32469.75,1658,1351.5
2020-05-01,"whiskey","canadian whiskies",2745675.32,4119598.5,287404,315544.22
2020-05-01,"cocktail","cocktails /rtd",748895.18,1118733.66,106799,164562.83
2020-05-01,"liqueur","coffee liqueurs",95350.13,141727.11,8307,6797.29
2020-05-01,"whiskey","corn whiskies",12620.27,18930.64,621,465.75
2020-05-01,"liqueur","cream liqueurs",316923.29,467395.92,24922,19663.12
2020-05-01,"gin","flavored gin",6472.95,9713.94,903,677.25
2020-05-01,"rum","flavored rum",447741.96,671758.47,51559,44355.17
2020-05-01,"rum","gold rum",78591.44,117887.67,8735,10388.64
2020-05-01,"brandy","imported brandies",1146864.34,1721187.07,93668,39021.29
2020-05-01,"liqueur","imported cordials & liqueur",690.7,1036.1,48,36
2020-05-01,"liqueur","imported cordials & liqueurs",552600.25,824110.79,40784,26609.95
2020-05-01,"other","imported distilled spirit specialty",79182.85,118942.95,14241,13929.24
2020-05-01,"other","imported distilled spirits specialty",187.86,281.82,6,4.5
2020-05-01,"gin","imported dry gins",294396.14,441621.71,18369,17468.37
2020-05-01,"vodka","imported flavored vodka",294648.5,442068.44,28044,20429.3
2020-05-01,"schnapps","imported schnapps",247033.87,370555.51,23399,18585.23
2020-05-01,"vodka","imported vodkas",817748.65,1226879.38,76753,74801.25
2020-05-01,"whiskey","irish whiskies",308777.19,463208.7,19314,14763.79
2020-05-01,"other","mezcal",14008.91,21014.3,659,506.5
2020-05-01,"tequila","mixto tequila",551459.92,827313.52,63743,48963
2020-05-01,"other","neutral grain spirits",32275.29,48416.1,3903,3011.73
2020-05-01,"other","neutral grain spirits flavored",56827.75,85245.57,5269,3399.45
2020-05-01,"whiskey","scotch whiskies",249334.83,370660.56,15541,16921.07
2020-05-01,"whiskey","single barrel bourbon whiskies",29717.37,44579.26,1493,1119.75
2020-05-01,"whiskey","single malt scotch",222301.55,333465.56,7563,5854
2020-05-01,"other","special order items",80484.64,120748.83,7930,11115.4
2020-05-01,"rum","spiced rum",1019916.57,1530109.58,107011,102441.64
2020-05-01,"whiskey","straight bourbon whiskies",1527602.81,2286452.07,120383,101367.91
2020-05-01,"whiskey","straight rye whiskies",227823.54,341706.58,11363,8577.37
2020-05-01,"other","temporary &  specialty packages",9314.25,13974.77,799,723.5
2020-05-01,"other","temporary & specialty packages",240111.2,360214.6,15774,12371.12
2020-05-01,"whiskey","tennessee whiskies",582737.98,874222.32,44295,27735.47
2020-05-01,"other","triple sec",50943.72,76456.28,18867,18392.25
2020-05-01,"whiskey","whiskey liqueur",1290881.52,1936888.71,311969,92282.12
2020-05-01,"rum","white rum",372921.63,559404.19,45096,50151.2
2020-05-01,"unknown",NA,23991.03,35987.29,1923,933.74
2020-06-01,"tequila","100% agave tequila",1164707.41,1744896.11,72101,56019.29
2020-06-01,"rum","aged dark rum",54915.44,82272.33,4348,3517.5
2020-06-01,"brandy","american brandies",287537.85,431151.68,64167,34577.15
2020-06-01,"liqueur","american cordials & liqueur",216445.77,324601.71,39999,20153.81
2020-06-01,"liqueur","american cordials & liqueurs",2438.99,3658.65,280,197.62
2020-06-01,"other","american distilled spirit specialty",130777.23,196702.25,10498,7360.8
2020-06-01,"other","american distilled spirits specialty",162,243,6,4.5
2020-06-01,"gin","american dry gins",238634.65,358025.52,43313,34090.15
2020-06-01,"vodka","american flavored vodka",715778.92,1073603.05,100759,74987.14
2020-06-01,"schnapps","american schnapps",358790.02,537475.29,62866,43963.2
2020-06-01,"gin","american sloe gins",2059.6,3089.4,380,380
2020-06-01,"vodka","american vodka",1282.45,1924.14,148,111
2020-06-01,"vodka","american vodkas",3625510.86,5437110.67,543211,513269.76
2020-06-01,"whiskey","blended whiskies",747986.45,1122113.22,88591,76645.41
2020-06-01,"whiskey","bottled in bond bourbon",44921.94,67382.94,3785,2979.75
2020-06-01,"whiskey","canadian whiskies",2237717.42,3357323.09,235650,212613.72
2020-06-01,"cocktail","cocktails / rtd",138,207,12,12
2020-06-01,"cocktail","cocktails /rtd",856890.31,1269448.46,116417,176396.1
2020-06-01,"liqueur","coffee liqueurs",92645.67,139002.35,7913,6687.54
2020-06-01,"whiskey","corn whiskies",36060.37,53243.08,1453,1089.75
2020-06-01,"liqueur","cream liqueurs",316110.82,474214.31,24537,22184.87
2020-06-01,"other","distilled spirits specialty",936.27,1404.92,103,38.62
2020-06-01,"gin","flavored gin",8332.62,12504.48,1122,841.5
2020-06-01,"rum","flavored rum",565892.73,849015.89,63065,56091.37
2020-06-01,"rum","gold rum",79693.91,119555.98,9267,10264.27
2020-06-01,"brandy","imported brandies",1177770.46,1766549.15,94671,40141.81
2020-06-01,"liqueur","imported cordials & liqueur",18274.34,27411.96,1322,977.5
2020-06-01,"liqueur","imported cordials & liqueurs",640553.89,961044.19,44134,30728.34
2020-06-01,"other","imported distilled spirit specialty",139161.1,208838.24,23956,23511.49
2020-06-01,"gin","imported dry gins",355890.76,533867.63,21493,20879.5
2020-06-01,"vodka","imported flavored vodka",378109.73,567275,33474,25901.43
2020-06-01,"gin","imported gins",177,265.56,12,9
2020-06-01,"schnapps","imported schnapps",370428.45,555646.24,33106,29232.42
2020-06-01,"vodka","imported vodka",33701.58,50563.98,2322,4045.5
2020-06-01,"vodka","imported vodkas",864149.72,1297288.45,71809,74419.31
2020-06-01,"whiskey","irish whiskies",378684.87,568992.2,22973,18497.19
2020-06-01,"other","mezcal",13222.87,19835.15,679,515.75
2020-06-01,"tequila","mixto tequila",670056.76,1005229.56,75335,60041.5
2020-06-01,"other","neutral grain spirits",30097.45,45148.82,3628,2810.49
2020-06-01,"other","neutral grain spirits flavored",58942,88417.86,5497,3442.35
2020-06-01,"whiskey","scotch whiskies",342669.05,514401.61,19717,23836.3
2020-06-01,"whiskey","single barrel bourbon whiskies",31214.91,46825.12,1536,1152
2020-06-01,"whiskey","single malt scotch",246808.38,369965.36,7760,5996.55
2020-06-01,"other","special order items",117515.56,176315.95,12408,18446.1
2020-06-01,"rum","spiced rum",1215844.25,1824001.71,121240,120673.56
2020-06-01,"whiskey","straight bourbon whiskies",1681865.51,2523746.68,126672,105037.06
2020-06-01,"whiskey","straight rye whiskies",223425.83,335169.6,11070,8256.51
2020-06-01,"other","temporary &  specialty packages",40913.48,61380.14,2498,1754.7
2020-06-01,"other","temporary & specialty packages",267360.21,401102,19987,15772.19
2020-06-01,"whiskey","tennessee whiskies",1022649.55,1534176.32,67865,49880.9
2020-06-01,"other","triple sec",55458.73,83227.7,20602,20033
2020-06-01,"whiskey","whiskey liqueur",1424420.9,2136547.77,330376,104121.22
2020-06-01,"rum","white rum",428459.78,642717.82,54610,58012.99
2020-07-01,"tequila","100% agave tequila",1265179.68,1898207.67,74072,56056.22
2020-07-01,"rum","aged dark rum",56166.87,84020.3,4364,3618
2020-07-01,"brandy","american brandies",259639.43,389515.95,61202,31083.13
2020-07-01,"liqueur","american cordials & liqueur",209896.38,314916.83,37539,19888.23
2020-07-01,"liqueur","american cordials & liqueurs",4196.19,6294.82,485,323.61
2020-07-01,"other","american distilled spirit specialty",51618.16,77437.13,4067,2811.55
2020-07-01,"other","american distilled spirits specialty",324,486,12,9
2020-07-01,"gin","american dry gins",209137.74,313830.96,39251,30599.87
2020-07-01,"vodka","american flavored vodka",673433.13,1010307.64,93980,70080.05
2020-07-01,"schnapps","american schnapps",347114.67,520435.25,60437,43012.26
2020-07-01,"gin","american sloe gins",1631.42,2447.13,301,301
2020-07-01,"vodka","american vodka",868.05,1302.26,110,82.5
2020-07-01,"vodka","american vodkas",3252486.6,4882778.39,498637,473307.61
2020-07-01,"whiskey","blended whiskies",679359.03,1019173.11,84904,74693.63
2020-07-01,"whiskey","bottled in bond bourbon",22741.94,34112.94,1588,1224
2020-07-01,"whiskey","canadian whiskies",2683524.38,4026271.22,269105,272943.23
2020-07-01,"cocktail","cocktails /rtd",592921.87,889823.53,86735,117763.66
2020-07-01,"liqueur","coffee liqueurs",82102.1,123917.79,6941,5864.49
2020-07-01,"whiskey","corn whiskies",7568.7,11423.41,458,343.5
2020-07-01,"liqueur","cream liqueurs",319689.97,484865.66,24725,21854.11
2020-07-01,"other","delisted / special order items",222,333,12,9
2020-07-01,"other","distilled spirits specialty",3954.15,5933.4,435,163.12
2020-07-01,"gin","flavored gin",6851.75,10282.42,971,728.25
2020-07-01,"rum","flavored rum",595390.47,892225.97,63737,58626.95
2020-07-01,"rum","gold rum",76128.46,114193.19,8694,9730.33
2020-07-01,"brandy","imported brandies",1191530.99,1787677.69,92441,40338.19
2020-07-01,"liqueur","imported cordials & liqueur",17149.27,25724.17,1267,924.75
2020-07-01,"liqueur","imported cordials & liqueurs",539480.88,809301.54,36848,27495.36
2020-07-01,"other","imported distilled spirit specialty",107016.24,160573.65,19342,19065.99
2020-07-01,"other","imported distilled spirits specialty",914.94,1372.56,30,22.5
2020-07-01,"gin","imported dry gins",334378.56,501593.89,20739,19282.1
2020-07-01,"vodka","imported flavored vodka",385190.77,577899.78,34374,26460.69
2020-07-01,"schnapps","imported schnapps",339974.22,509963.89,30252,27420.24
2020-07-01,"vodka","imported vodka",29413.32,44130.12,2028,3537
2020-07-01,"vodka","imported vodkas",938599.78,1408158.74,77718,82886.61
2020-07-01,"whiskey","irish whiskies",438700.36,658117.05,27744,21542.98
2020-07-01,"other","mezcal",16772.33,25159.74,815,624
2020-07-01,"tequila","mixto tequila",594071.78,891232.7,66581,55779.36
2020-07-01,"other","neutral grain spirits",32127.09,48193.82,3912,3008.47
2020-07-01,"other","neutral grain spirits flavored",50996,76497.21,4763,3122.85
2020-07-01,"whiskey","scotch whiskies",255002.96,384974.49,16013,18095.04
2020-07-01,"whiskey","single barrel bourbon whiskies",52403.59,78612.5,2382,1786.5
2020-07-01,"whiskey","single malt scotch",204797.83,307206.96,6473,4977.8
2020-07-01,"other","special order items",119367.81,179096.73,12987,20048.35
2020-07-01,"rum","spiced rum",1352173.16,2028516.33,125980,132809.44
2020-07-01,"whiskey","straight bourbon whiskies",1477735.93,2216690.32,116425,94712.29
2020-07-01,"whiskey","straight rye whiskies",210891.13,316363.6,9908,7484.42
2020-07-01,"other","temporary &  specialty packages",6358.59,9539.13,351,417.25
2020-07-01,"other","temporary & specialty packages",199627.81,295210.85,14611,11424.91
2020-07-01,"whiskey","tennessee whiskies",852007.98,1278178.32,57065,41512.74
2020-07-01,"other","triple sec",57987.15,87020.26,21395,20904.25
2020-07-01,"whiskey","whiskey liqueur",1188526.69,1783390.38,297455,85315.76
2020-07-01,"rum","white rum",445129.09,667721.81,55256,59691.82
2020-08-01,"tequila","100% agave tequila",1166612.89,1744026.78,65998,48531.73
2020-08-01,"rum","aged dark rum",55540.39,83630.59,4280,3476.75
2020-08-01,"brandy","american brandies",258282.62,387480.98,59514,30963.38
2020-08-01,"liqueur","american cordials & liqueur",197961.39,297016.09,36168,17714.1
2020-08-01,"liqueur","american cordials & liqueurs",2799.7,4199.68,322,231.75
2020-08-01,"other","american distilled spirit specialty",59263.11,88904.94,4447,3401.25
2020-08-01,"gin","american dry gins",232270.39,348524.23,40488,33341.14
2020-08-01,"vodka","american flavored vodka",609636.36,914583.52,86119,63668.12
2020-08-01,"schnapps","american schnapps",366082.45,549522.77,63700,42318.72
2020-08-01,"gin","american sloe gins",2043.34,3065.01,377,377
2020-08-01,"vodka","american vodka",67,100.5,11,1.25
2020-08-01,"vodka","american vodkas",3763412.21,5642219.55,532233,529107.18
2020-08-01,"whiskey","blended whiskies",721975.19,1083111.53,84562,76719.4
2020-08-01,"whiskey","bottled in bond bourbon",40333.45,60503.03,1575,1187.25
2020-08-01,"whiskey","canadian whiskies",2094510.1,3142778.68,215642,203346.3
2020-08-01,"cocktail","cocktails / rtd",1278,1917,132,24
2020-08-01,"cocktail","cocktails /rtd",487095.05,725317.35,71400,101537.01
2020-08-01,"liqueur","coffee liqueurs",90872.73,135419.34,7764,6491.43
2020-08-01,"whiskey","corn whiskies",32170.5,48259.05,1240,933
2020-08-01,"liqueur","cream liqueurs",270004.54,397905.44,21583,17425.11
2020-08-01,"other","distilled spirits specialty",2863.35,4296.6,315,118.12
2020-08-01,"gin","flavored gin",2097.24,3146.46,120,90
2020-08-01,"rum","flavored rum",447765.44,672606.77,50534,44493.95
2020-08-01,"rum","gold rum",65727.15,98591.21,7882,8657.47
2020-08-01,"brandy","imported brandies",1141541.18,1712160.13,88968,38043.55
2020-08-01,"liqueur","imported cordials & liqueur",19676.64,29516.36,1458,1086.5
2020-08-01,"liqueur","imported cordials & liqueurs",531857.59,801576.57,37427,25296.32
2020-08-01,"other","imported distilled spirit specialty",132713.92,199146.43,25238,25037.74
2020-08-01,"other","imported distilled spirits specialty",351.36,527.1,12,9
2020-08-01,"gin","imported dry gins",319016.76,478554.2,18997,18993.6
2020-08-01,"vodka","imported flavored vodka",367141.06,550834.1,33552,25207.45
2020-08-01,"schnapps","imported schnapps",318616.85,477928.17,28329,25127.59
2020-08-01,"vodka","imported vodka",4167.36,6252.48,288,504
2020-08-01,"vodka","imported vodkas",836383.69,1254821.44,70711,73354.03
2020-08-01,"whiskey","irish whiskies",439027.88,658596.69,25861,21297.61
2020-08-01,"other","mezcal",10920.03,16380.6,555,424.5
2020-08-01,"tequila","mixto tequila",614401.22,921725.06,71128,55357.96
2020-08-01,"other","neutral grain spirits",28336.67,42507.2,3324,2617.98
2020-08-01,"other","neutral grain spirits flavored",59988.25,89986.93,5516,3499.3
2020-08-01,"whiskey","scotch whiskies",302841.77,450570.9,17197,20092.66
2020-08-01,"whiskey","single barrel bourbon whiskies",41216.63,61829.06,1914,1435.5
2020-08-01,"whiskey","single malt scotch",207930.62,311906.58,6502,5036.15
